entry,exit,period,cap,atr,regime,n,trades_per_year,excess,z,win,unit,per_trade_pct
STRUCTURE,hole down,in-sample,2B-5B,all,bear,486,670,0.084,0.2,0.533,%,0.08
STRUCTURE,hole down,in-sample,2B-5B,<3,all,334,460,-0.36,-1.7,0.404,%,-0.36
STRUCTURE,hole down,in-sample,2B-5B,<3,bull,197,271,-0.668,-2.1,0.442,%,-0.67
STRUCTURE,hole down,in-sample,2B-5B,3-5,all,488,672,-1.224,-4.7,0.555,%,-1.22
STRUCTURE,hole down,in-sample,2B-5B,3-5,bull,290,400,-2.748,-7.5,0.5,%,-2.75
STRUCTURE,hole down,in-sample,2B-5B,3-5,bear,198,273,1.007,3.4,0.636,%,1.01
STRUCTURE,hole down,in-sample,2B-5B,5-8,all,223,307,-1.722,-2.0,0.534,%,-1.72
STRUCTURE,hole down,in-sample,>5B,all,all,2432,3351,-0.544,-1.9,0.537,%,-0.54
STRUCTURE,hole down,in-sample,>5B,all,bull,1370,1888,-1.438,-3.0,0.485,%,-1.44
STRUCTURE,hole down,in-sample,>5B,all,bear,1062,1463,0.609,2.6,0.604,%,0.61
STRUCTURE,hole down,in-sample,>5B,<3,all,1257,1732,-0.092,-1.1,0.476,%,-0.09
STRUCTURE,hole down,in-sample,>5B,<3,bull,805,1109,-0.63,-5.6,0.47,%,-0.63
STRUCTURE,hole down,in-sample,>5B,<3,bear,452,623,0.866,8.7,0.487,%,0.87
STRUCTURE,hole down,in-sample,>5B,3-5,all,819,1128,-0.85,-4.8,0.614,%,-0.85
STRUCTURE,hole down,in-sample,>5B,3-5,bull,405,558,-2.893,-10.3,0.521,%,-2.89
STRUCTURE,hole down,in-sample,>5B,3-5,bear,414,570,1.149,6.7,0.705,%,1.15
STRUCTURE,hole down,in-sample,>5B,5-8,all,245,338,-1.399,-2.4,0.592,%,-1.4
STRUCTURE,hole down,holdout,all,all,all,1430,5307,-2.699,-12.2,0.488,%,-2.7
STRUCTURE,hole down,holdout,all,all,bull,1265,4695,-2.475,-10.9,0.462,%,-2.47
STRUCTURE,hole down,holdout,all,all,bear,165,612,-4.421,-5.6,0.685,%,-4.42
STRUCTURE,hole down,holdout,all,<3,all,540,2004,-0.303,-1.9,0.459,%,-0.3
STRUCTURE,hole down,holdout,all,<3,bull,498,1848,-0.372,-2.2,0.44,%,-0.37
STRUCTURE,hole down,holdout,all,3-5,all,528,1960,-1.369,-6.5,0.502,%,-1.37
STRUCTURE,hole down,holdout,all,3-5,bull,442,1640,-1.247,-5.0,0.45,%,-1.25
STRUCTURE,hole down,holdout,all,5-8,all,264,980,-6.068,-13.9,0.515,%,-6.07
STRUCTURE,hole down,holdout,all,5-8,bull,239,887,-5.757,-13.9,0.523,%,-5.76
STRUCTURE,hole down,holdout,500M-2B,all,all,194,720,-4.064,-6.7,0.485,%,-4.06
STRUCTURE,hole down,holdout,500M-2B,all,bull,172,638,-4.21,-7.0,0.453,%,-4.21
STRUCTURE,hole down,holdout,2B-5B,all,all,424,1574,-3.781,-7.4,0.465,%,-3.78
STRUCTURE,hole down,holdout,2B-5B,all,bull,368,1366,-3.559,-6.4,0.429,%,-3.56
STRUCTURE,hole down,holdout,2B-5B,3-5,all,174,646,-1.869,-7.6,0.471,%,-1.87
STRUCTURE,hole down,holdout,>5B,all,all,808,2999,-1.698,-7.4,0.501,%,-1.7
STRUCTURE,hole down,holdout,>5B,all,bull,721,2676,-1.388,-6.2,0.481,%,-1.39
STRUCTURE,hole down,holdout,>5B,<3,all,392,1455,-0.177,-0.9,0.454,%,-0.18
STRUCTURE,hole down,holdout,>5B,<3,bull,367,1362,-0.228,-1.1,0.441,%,-0.23
STRUCTURE,hole down,holdout,>5B,3-5,all,287,1065,-1.002,-3.0,0.533,%,-1.0
STRUCTURE,hole down,holdout,>5B,3-5,bull,240,891,-0.815,-2.1,0.492,%,-0.81
FORCE,bracket +2/−4 20b,in-sample,all,all,all,2482,3420,0.342,8.3,0.691,ATR,1.19
FORCE,bracket +2/−4 20b,in-sample,all,all,bull,2156,2971,0.302,6.9,0.693,ATR,1.08
FORCE,bracket +2/−4 20b,in-sample,all,all,bear,326,449,0.602,5.0,0.678,ATR,1.93
FORCE,bracket +2/−4 20b,in-sample,all,<3,all,1291,1779,0.325,5.4,0.688,ATR,0.77
FORCE,bracket +2/−4 20b,in-sample,all,<3,bull,1186,1634,0.269,4.3,0.685,ATR,0.62
FORCE,bracket +2/−4 20b,in-sample,all,3-5,all,764,1053,0.335,4.5,0.698,ATR,1.32
FORCE,bracket +2/−4 20b,in-sample,all,3-5,bull,643,886,0.308,3.9,0.7,ATR,1.21
FORCE,bracket +2/−4 20b,in-sample,all,5-8,all,329,453,0.568,6.2,0.739,ATR,3.42
FORCE,bracket +2/−4 20b,in-sample,all,5-8,bull,251,346,0.546,5.6,0.749,ATR,3.26
FORCE,bracket +2/−4 20b,in-sample,500M-2B,all,all,236,325,0.346,2.7,0.695,ATR,0.94
FORCE,bracket +2/−4 20b,in-sample,500M-2B,all,bull,204,281,0.303,2.3,0.696,ATR,0.85
FORCE,bracket +2/−4 20b,in-sample,2B-5B,all,all,620,854,0.15,1.8,0.656,ATR,0.66
FORCE,bracket +2/−4 20b,in-sample,2B-5B,all,bull,543,748,0.121,1.3,0.657,ATR,0.65
FORCE,bracket +2/−4 20b,in-sample,2B-5B,<3,all,246,339,0.109,0.8,0.638,ATR,0.28
FORCE,bracket +2/−4 20b,in-sample,2B-5B,<3,bull,236,325,0.068,0.5,0.636,ATR,0.17
FORCE,bracket +2/−4 20b,in-sample,2B-5B,3-5,all,234,322,0.099,0.7,0.667,ATR,0.34
FORCE,bracket +2/−4 20b,in-sample,2B-5B,3-5,bull,194,267,0.036,0.2,0.66,ATR,0.14
FORCE,bracket +2/−4 20b,in-sample,>5B,all,all,1617,2228,0.413,8.1,0.704,ATR,1.45
FORCE,bracket +2/−4 20b,in-sample,>5B,all,bull,1401,1930,0.367,6.8,0.706,ATR,1.27
FORCE,bracket +2/−4 20b,in-sample,>5B,all,bear,216,298,0.706,4.8,0.69,ATR,2.58
FORCE,bracket +2/−4 20b,in-sample,>5B,<3,all,944,1301,0.365,5.2,0.697,ATR,0.88
FORCE,bracket +2/−4 20b,in-sample,>5B,<3,bull,856,1179,0.305,4.2,0.695,ATR,0.72
FORCE,bracket +2/−4 20b,in-sample,>5B,3-5,all,453,624,0.452,4.9,0.709,ATR,1.8
FORCE,bracket +2/−4 20b,in-sample,>5B,3-5,bull,384,529,0.442,4.6,0.716,ATR,1.74
FORCE,bracket +2/−4 20b,in-sample,>5B,5-8,all,180,248,0.653,5.2,0.772,ATR,3.9
FORCE,bracket +2/−4 20b,holdout,all,all,all,1248,4632,0.283,4.8,0.656,ATR,0.69
FORCE,bracket +2/−4 20b,holdout,all,all,bull,1166,4327,0.363,6.1,0.669,ATR,0.85
FORCE,bracket +2/−4 20b,holdout,all,<3,all,658,2442,0.298,3.5,0.673,ATR,0.74
FORCE,bracket +2/−4 20b,holdout,all,<3,bull,628,2331,0.433,5.2,0.696,ATR,1.02
FORCE,bracket +2/−4 20b,holdout,all,3-5,all,366,1358,0.513,5.0,0.697,ATR,1.81
FORCE,bracket +2/−4 20b,holdout,all,3-5,bull,330,1225,0.582,5.6,0.709,ATR,2.09
FORCE,bracket +2/−4 20b,holdout,2B-5B,all,all,327,1214,0.332,3.0,0.661,ATR,0.95
FORCE,bracket +2/−4 20b,holdout,2B-5B,all,bull,307,1139,0.368,3.3,0.664,ATR,0.96
FORCE,bracket +2/−4 20b,holdout,>5B,all,all,792,2939,0.256,3.4,0.657,ATR,0.55
FORCE,bracket +2/−4 20b,holdout,>5B,all,bull,738,2739,0.356,4.7,0.673,ATR,0.79
FORCE,bracket +2/−4 20b,holdout,>5B,<3,all,470,1744,0.303,3.0,0.681,ATR,0.68
FORCE,bracket +2/−4 20b,holdout,>5B,<3,bull,450,1670,0.44,4.4,0.704,ATR,0.97
FORCE,bracket +2/−4 20b,holdout,>5B,3-5,all,213,791,0.37,2.7,0.667,ATR,1.29
FORCE,bracket +2/−4 20b,holdout,>5B,3-5,bull,189,701,0.479,3.5,0.688,ATR,1.74
FORCE,bracket +3/−4 20b,in-sample,all,all,all,2482,3420,0.415,8.6,0.644,ATR,1.38
FORCE,bracket +3/−4 20b,in-sample,all,all,bull,2156,2971,0.386,7.5,0.65,ATR,1.28
FORCE,bracket +3/−4 20b,in-sample,all,all,bear,326,449,0.607,4.2,0.601,ATR,1.99
FORCE,bracket +3/−4 20b,in-sample,all,<3,all,1291,1779,0.446,6.3,0.639,ATR,1.02
FORCE,bracket +3/−4 20b,in-sample,all,<3,bull,1186,1634,0.4,5.5,0.639,ATR,0.89
FORCE,bracket +3/−4 20b,in-sample,all,3-5,all,764,1053,0.344,4.0,0.644,ATR,1.34
FORCE,bracket +3/−4 20b,in-sample,all,3-5,bull,643,886,0.333,3.6,0.655,ATR,1.29
FORCE,bracket +3/−4 20b,in-sample,all,5-8,all,329,453,0.616,5.5,0.702,ATR,3.72
FORCE,bracket +3/−4 20b,in-sample,all,5-8,bull,251,346,0.55,4.6,0.717,ATR,3.25
FORCE,bracket +3/−4 20b,in-sample,500M-2B,all,all,236,325,0.355,2.4,0.64,ATR,0.93
FORCE,bracket +3/−4 20b,in-sample,500M-2B,all,bull,204,281,0.309,1.9,0.642,ATR,0.9
FORCE,bracket +3/−4 20b,in-sample,2B-5B,all,all,620,854,0.26,2.6,0.616,ATR,1.07
FORCE,bracket +3/−4 20b,in-sample,2B-5B,all,bull,543,748,0.24,2.3,0.621,ATR,1.08
FORCE,bracket +3/−4 20b,in-sample,2B-5B,<3,all,246,339,0.249,1.5,0.598,ATR,0.6
FORCE,bracket +3/−4 20b,in-sample,2B-5B,<3,bull,236,325,0.201,1.2,0.593,ATR,0.47
FORCE,bracket +3/−4 20b,in-sample,2B-5B,3-5,all,234,322,0.169,1.0,0.607,ATR,0.6
FORCE,bracket +3/−4 20b,in-sample,2B-5B,3-5,bull,194,267,0.132,0.7,0.608,ATR,0.49
FORCE,bracket +3/−4 20b,in-sample,>5B,all,all,1617,2228,0.48,8.1,0.655,ATR,1.58
FORCE,bracket +3/−4 20b,in-sample,>5B,all,bull,1401,1930,0.447,7.1,0.662,ATR,1.41
FORCE,bracket +3/−4 20b,in-sample,>5B,all,bear,216,298,0.693,3.9,0.606,ATR,2.66
FORCE,bracket +3/−4 20b,in-sample,>5B,<3,all,944,1301,0.482,5.9,0.646,ATR,1.12
FORCE,bracket +3/−4 20b,in-sample,>5B,<3,bull,856,1179,0.439,5.2,0.648,ATR,0.99
FORCE,bracket +3/−4 20b,in-sample,>5B,3-5,all,453,624,0.433,4.0,0.66,ATR,1.7
FORCE,bracket +3/−4 20b,in-sample,>5B,3-5,bull,384,529,0.45,4.0,0.68,ATR,1.75
FORCE,bracket +3/−4 20b,in-sample,>5B,5-8,all,180,248,0.695,4.5,0.728,ATR,4.13
FORCE,bracket +3/−4 20b,holdout,all,all,all,1248,4632,0.297,4.3,0.595,ATR,0.57
FORCE,bracket +3/−4 20b,holdout,all,all,bull,1166,4327,0.396,5.7,0.608,ATR,0.8
FORCE,bracket +3/−4 20b,holdout,all,<3,all,658,2442,0.394,4.0,0.62,ATR,0.96
FORCE,bracket +3/−4 20b,holdout,all,<3,bull,628,2331,0.541,5.5,0.642,ATR,1.26
FORCE,bracket +3/−4 20b,holdout,all,3-5,all,366,1358,0.46,3.7,0.615,ATR,1.6
FORCE,bracket +3/−4 20b,holdout,all,3-5,bull,330,1225,0.538,4.2,0.624,ATR,1.89
FORCE,bracket +3/−4 20b,holdout,2B-5B,all,all,327,1214,0.329,2.5,0.599,ATR,0.78
FORCE,bracket +3/−4 20b,holdout,2B-5B,all,bull,307,1139,0.365,2.7,0.599,ATR,0.78
FORCE,bracket +3/−4 20b,holdout,>5B,all,all,792,2939,0.309,3.5,0.604,ATR,0.58
FORCE,bracket +3/−4 20b,holdout,>5B,all,bull,738,2739,0.438,4.9,0.622,ATR,0.92
FORCE,bracket +3/−4 20b,holdout,>5B,<3,all,470,1744,0.387,3.3,0.626,ATR,0.86
FORCE,bracket +3/−4 20b,holdout,>5B,<3,bull,450,1670,0.543,4.6,0.649,ATR,1.2
FORCE,bracket +3/−4 20b,holdout,>5B,3-5,all,213,791,0.514,3.1,0.624,ATR,1.83
FORCE,bracket +3/−4 20b,holdout,>5B,3-5,bull,189,701,0.652,3.9,0.646,ATR,2.35
FORCE,scalp +0.5/−3 10b,in-sample,all,all,all,2482,3420,0.108,5.8,0.858,ATR,0.44
FORCE,scalp +0.5/−3 10b,in-sample,all,all,bull,2156,2971,0.08,3.9,0.857,ATR,0.35
FORCE,scalp +0.5/−3 10b,in-sample,all,all,bear,326,449,0.294,6.6,0.865,ATR,1.0
FORCE,scalp +0.5/−3 10b,in-sample,all,<3,all,1291,1779,0.078,2.8,0.854,ATR,0.18
FORCE,scalp +0.5/−3 10b,in-sample,all,<3,bull,1186,1634,0.048,1.6,0.851,ATR,0.12
FORCE,scalp +0.5/−3 10b,in-sample,all,3-5,all,764,1053,0.116,3.6,0.857,ATR,0.49
FORCE,scalp +0.5/−3 10b,in-sample,all,3-5,bull,643,886,0.09,2.5,0.857,ATR,0.39
FORCE,scalp +0.5/−3 10b,in-sample,all,5-8,all,329,453,0.241,6.2,0.891,ATR,1.48
FORCE,scalp +0.5/−3 10b,in-sample,all,5-8,bull,251,346,0.219,4.8,0.892,ATR,1.38
FORCE,scalp +0.5/−3 10b,in-sample,500M-2B,all,all,236,325,0.05,0.8,0.822,ATR,0.06
FORCE,scalp +0.5/−3 10b,in-sample,500M-2B,all,bull,204,281,0.023,0.3,0.824,ATR,-0.15
FORCE,scalp +0.5/−3 10b,in-sample,2B-5B,all,all,620,854,0.114,3.1,0.866,ATR,0.54
FORCE,scalp +0.5/−3 10b,in-sample,2B-5B,all,bull,543,748,0.104,2.6,0.871,ATR,0.58
FORCE,scalp +0.5/−3 10b,in-sample,2B-5B,<3,all,246,339,0.054,0.8,0.862,ATR,0.23
FORCE,scalp +0.5/−3 10b,in-sample,2B-5B,<3,bull,236,325,0.043,0.6,0.86,ATR,0.2
FORCE,scalp +0.5/−3 10b,in-sample,2B-5B,3-5,all,234,322,0.106,1.8,0.859,ATR,0.41
FORCE,scalp +0.5/−3 10b,in-sample,2B-5B,3-5,bull,194,267,0.088,1.3,0.861,ATR,0.35
FORCE,scalp +0.5/−3 10b,in-sample,>5B,all,all,1617,2228,0.116,5.0,0.86,ATR,0.45
FORCE,scalp +0.5/−3 10b,in-sample,>5B,all,bull,1401,1930,0.081,3.2,0.857,ATR,0.34
FORCE,scalp +0.5/−3 10b,in-sample,>5B,all,bear,216,298,0.344,6.7,0.884,ATR,1.2
FORCE,scalp +0.5/−3 10b,in-sample,>5B,<3,all,944,1301,0.084,2.6,0.854,ATR,0.17
FORCE,scalp +0.5/−3 10b,in-sample,>5B,<3,bull,856,1179,0.048,1.4,0.85,ATR,0.09
FORCE,scalp +0.5/−3 10b,in-sample,>5B,3-5,all,453,624,0.144,3.6,0.868,ATR,0.63
FORCE,scalp +0.5/−3 10b,in-sample,>5B,3-5,bull,384,529,0.113,2.6,0.862,ATR,0.51
FORCE,scalp +0.5/−3 10b,in-sample,>5B,5-8,all,180,248,0.219,3.9,0.883,ATR,1.35
FORCE,scalp +0.5/−3 10b,holdout,all,all,all,1248,4632,-0.002,-0.1,0.804,ATR,0.04
FORCE,scalp +0.5/−3 10b,holdout,all,all,bull,1166,4327,0.017,0.6,0.81,ATR,0.07
FORCE,scalp +0.5/−3 10b,holdout,all,<3,all,658,2442,-0.079,-1.8,0.792,ATR,-0.16
FORCE,scalp +0.5/−3 10b,holdout,all,<3,bull,628,2331,-0.03,-0.7,0.806,ATR,-0.05
FORCE,scalp +0.5/−3 10b,holdout,all,3-5,all,366,1358,0.138,2.9,0.858,ATR,0.5
FORCE,scalp +0.5/−3 10b,holdout,all,3-5,bull,330,1225,0.13,2.6,0.855,ATR,0.47
FORCE,scalp +0.5/−3 10b,holdout,2B-5B,all,all,327,1214,0.077,1.5,0.826,ATR,0.29
FORCE,scalp +0.5/−3 10b,holdout,2B-5B,all,bull,307,1139,0.089,1.7,0.834,ATR,0.31
FORCE,scalp +0.5/−3 10b,holdout,>5B,all,all,792,2939,-0.047,-1.2,0.794,ATR,-0.07
FORCE,scalp +0.5/−3 10b,holdout,>5B,all,bull,738,2739,-0.025,-0.7,0.798,ATR,-0.06
FORCE,scalp +0.5/−3 10b,holdout,>5B,<3,all,470,1744,-0.127,-2.4,0.777,ATR,-0.26
FORCE,scalp +0.5/−3 10b,holdout,>5B,<3,bull,450,1670,-0.077,-1.5,0.791,ATR,-0.15
FORCE,scalp +0.5/−3 10b,holdout,>5B,3-5,all,213,791,0.115,1.8,0.845,ATR,0.38
FORCE,scalp +0.5/−3 10b,holdout,>5B,3-5,bull,189,701,0.115,1.7,0.841,ATR,0.38
FORCE,close 10 bars,in-sample,all,all,all,2482,3420,0.659,3.9,0.601,%,0.66
FORCE,close 10 bars,in-sample,all,all,bull,2156,2971,0.431,2.5,0.603,%,0.43
FORCE,close 10 bars,in-sample,all,all,bear,326,449,2.164,3.6,0.589,%,2.16
FORCE,close 10 bars,in-sample,all,<3,all,1291,1779,0.817,5.5,0.6,%,0.82
FORCE,close 10 bars,in-sample,all,<3,bull,1186,1634,0.681,4.4,0.599,%,0.68
FORCE,close 10 bars,in-sample,all,3-5,all,764,1053,1.341,4.5,0.605,%,1.34
FORCE,close 10 bars,in-sample,all,3-5,bull,643,886,1.093,3.4,0.61,%,1.09
FORCE,close 10 bars,in-sample,all,5-8,all,329,453,2.077,3.2,0.629,%,2.08
FORCE,close 10 bars,in-sample,all,5-8,bull,251,346,1.343,2.0,0.633,%,1.34
FORCE,close 10 bars,in-sample,500M-2B,all,all,236,325,0.255,0.4,0.593,%,0.25
FORCE,close 10 bars,in-sample,500M-2B,all,bull,204,281,0.279,0.4,0.603,%,0.28
FORCE,close 10 bars,in-sample,2B-5B,all,all,620,854,0.053,0.1,0.573,%,0.05
FORCE,close 10 bars,in-sample,2B-5B,all,bull,543,748,-0.096,-0.2,0.567,%,-0.1
FORCE,close 10 bars,in-sample,2B-5B,<3,all,246,339,0.555,1.4,0.573,%,0.55
FORCE,close 10 bars,in-sample,2B-5B,<3,bull,236,325,0.361,0.9,0.564,%,0.36
FORCE,close 10 bars,in-sample,2B-5B,3-5,all,234,322,1.294,2.2,0.598,%,1.29
FORCE,close 10 bars,in-sample,2B-5B,3-5,bull,194,267,0.893,1.4,0.593,%,0.89
FORCE,close 10 bars,in-sample,>5B,all,all,1617,2228,0.975,5.2,0.612,%,0.98
FORCE,close 10 bars,in-sample,>5B,all,bull,1401,1930,0.651,3.6,0.615,%,0.65
FORCE,close 10 bars,in-sample,>5B,all,bear,216,298,3.08,4.2,0.593,%,3.08
FORCE,close 10 bars,in-sample,>5B,<3,all,944,1301,0.886,5.4,0.607,%,0.89
FORCE,close 10 bars,in-sample,>5B,<3,bull,856,1179,0.763,4.4,0.609,%,0.76
FORCE,close 10 bars,in-sample,>5B,3-5,all,453,624,1.345,3.7,0.611,%,1.35
FORCE,close 10 bars,in-sample,>5B,3-5,bull,384,529,1.072,2.8,0.615,%,1.07
FORCE,close 10 bars,in-sample,>5B,5-8,all,180,248,2.734,2.9,0.644,%,2.73
FORCE,close 10 bars,holdout,all,all,all,1248,4632,-0.003,-0.0,0.542,%,-0.0
FORCE,close 10 bars,holdout,all,all,bull,1166,4327,0.194,0.8,0.551,%,0.19
FORCE,close 10 bars,holdout,all,<3,all,658,2442,0.023,0.1,0.511,%,0.02
FORCE,close 10 bars,holdout,all,<3,bull,628,2331,0.321,1.6,0.53,%,0.32
FORCE,close 10 bars,holdout,all,3-5,all,366,1358,1.395,3.5,0.639,%,1.39
FORCE,close 10 bars,holdout,all,3-5,bull,330,1225,1.5,3.5,0.636,%,1.5
FORCE,close 10 bars,holdout,2B-5B,all,all,327,1214,0.154,0.3,0.544,%,0.15
FORCE,close 10 bars,holdout,2B-5B,all,bull,307,1139,0.348,0.7,0.55,%,0.35
FORCE,close 10 bars,holdout,>5B,all,all,792,2939,-0.046,-0.2,0.542,%,-0.05
FORCE,close 10 bars,holdout,>5B,all,bull,738,2739,0.164,0.6,0.55,%,0.16
FORCE,close 10 bars,holdout,>5B,<3,all,470,1744,0.153,0.6,0.519,%,0.15
FORCE,close 10 bars,holdout,>5B,<3,bull,450,1670,0.442,1.8,0.54,%,0.44
FORCE,close 10 bars,holdout,>5B,3-5,all,213,791,0.628,1.4,0.596,%,0.63
FORCE,close 10 bars,holdout,>5B,3-5,bull,189,701,0.767,1.6,0.593,%,0.77
FORCE,hole down,in-sample,all,all,all,2482,3420,-1.028,-3.0,0.43,%,-1.03
FORCE,hole down,in-sample,all,all,bull,2156,2971,-1.175,-3.1,0.437,%,-1.17
FORCE,hole down,in-sample,all,all,bear,326,449,-0.059,-0.1,0.383,%,-0.06
FORCE,hole down,in-sample,all,<3,all,1291,1779,0.034,0.2,0.437,%,0.03
FORCE,hole down,in-sample,all,<3,bull,1186,1634,-0.13,-0.7,0.433,%,-0.13
FORCE,hole down,in-sample,all,3-5,all,764,1053,-0.306,-0.5,0.424,%,-0.31
FORCE,hole down,in-sample,all,3-5,bull,643,886,-0.248,-0.4,0.442,%,-0.25
FORCE,hole down,in-sample,all,5-8,all,329,453,0.132,0.1,0.432,%,0.13
FORCE,hole down,in-sample,all,5-8,bull,251,346,-0.663,-0.3,0.442,%,-0.66
FORCE,hole down,in-sample,500M-2B,all,all,236,325,-1.591,-0.8,0.432,%,-1.59
FORCE,hole down,in-sample,500M-2B,all,bull,204,281,-1.424,-0.6,0.446,%,-1.42
FORCE,hole down,in-sample,2B-5B,all,all,620,854,-1.643,-2.2,0.419,%,-1.64
FORCE,hole down,in-sample,2B-5B,all,bull,543,748,-1.751,-2.1,0.425,%,-1.75
FORCE,hole down,in-sample,2B-5B,<3,all,246,339,-0.607,-1.3,0.394,%,-0.61
FORCE,hole down,in-sample,2B-5B,<3,bull,236,325,-0.653,-1.4,0.39,%,-0.65
FORCE,hole down,in-sample,2B-5B,3-5,all,234,322,0.177,0.1,0.415,%,0.18
FORCE,hole down,in-sample,2B-5B,3-5,bull,194,267,0.112,0.1,0.423,%,0.11
FORCE,hole down,in-sample,>5B,all,all,1617,2228,-0.656,-2.0,0.434,%,-0.66
FORCE,hole down,in-sample,>5B,all,bull,1401,1930,-0.905,-2.5,0.44,%,-0.91
FORCE,hole down,in-sample,>5B,all,bear,216,298,0.96,1.3,0.394,%,0.96
FORCE,hole down,in-sample,>5B,<3,all,944,1301,0.246,1.1,0.449,%,0.25
FORCE,hole down,in-sample,>5B,<3,bull,856,1179,0.044,0.2,0.445,%,0.04
FORCE,hole down,in-sample,>5B,3-5,all,453,624,-0.469,-0.7,0.422,%,-0.47
FORCE,hole down,in-sample,>5B,3-5,bull,384,529,-0.307,-0.4,0.445,%,-0.31
FORCE,hole down,in-sample,>5B,5-8,all,180,248,-0.239,-0.1,0.406,%,-0.24
FORCE,hole down,holdout,all,all,all,1248,4632,-1.086,-2.1,0.396,%,-1.09
FORCE,hole down,holdout,all,all,bull,1166,4327,-0.828,-1.5,0.402,%,-0.83
FORCE,hole down,holdout,all,<3,all,658,2442,0.538,1.7,0.384,%,0.54
FORCE,hole down,holdout,all,<3,bull,628,2331,0.738,2.3,0.396,%,0.74
FORCE,hole down,holdout,all,3-5,all,366,1358,-0.969,-1.8,0.396,%,-0.97
FORCE,hole down,holdout,all,3-5,bull,330,1225,-0.804,-1.4,0.397,%,-0.8
FORCE,hole down,holdout,2B-5B,all,all,327,1214,-2.186,-2.3,0.364,%,-2.19
FORCE,hole down,holdout,2B-5B,all,bull,307,1139,-2.097,-2.2,0.368,%,-2.1
FORCE,hole down,holdout,>5B,all,all,792,2939,-0.133,-0.2,0.407,%,-0.13
FORCE,hole down,holdout,>5B,all,bull,738,2739,0.236,0.3,0.416,%,0.24
FORCE,hole down,holdout,>5B,<3,all,470,1744,0.872,2.2,0.4,%,0.87
FORCE,hole down,holdout,>5B,<3,bull,450,1670,1.073,2.7,0.411,%,1.07
FORCE,hole down,holdout,>5B,3-5,all,213,791,-1.631,-2.3,0.385,%,-1.63
FORCE,hole down,holdout,>5B,3-5,bull,189,701,-1.345,-1.8,0.392,%,-1.35
ENERGY,bracket +2/−4 20b,in-sample,all,all,all,1265,1743,0.361,6.0,0.672,ATR,1.32
ENERGY,bracket +2/−4 20b,in-sample,all,all,bull,891,1228,0.292,4.3,0.671,ATR,1.11
ENERGY,bracket +2/−4 20b,in-sample,all,all,bear,374,515,0.524,4.4,0.674,ATR,1.82
ENERGY,bracket +2/−4 20b,in-sample,all,<3,all,595,820,0.401,4.2,0.684,ATR,1.04
ENERGY,bracket +2/−4 20b,in-sample,all,<3,bull,427,588,0.257,2.4,0.672,ATR,0.65
ENERGY,bracket +2/−4 20b,in-sample,all,<3,bear,168,231,0.765,4.1,0.714,ATR,2.02
ENERGY,bracket +2/−4 20b,in-sample,all,3-5,all,406,559,0.405,4.2,0.67,ATR,1.47
ENERGY,bracket +2/−4 20b,in-sample,all,3-5,bull,300,413,0.362,3.3,0.673,ATR,1.31
ENERGY,bracket +2/−4 20b,in-sample,all,5-8,all,179,247,0.096,0.6,0.665,ATR,0.59
ENERGY,bracket +2/−4 20b,in-sample,2B-5B,all,all,328,452,0.467,4.3,0.683,ATR,1.78
ENERGY,bracket +2/−4 20b,in-sample,2B-5B,all,bull,235,324,0.494,4.2,0.698,ATR,1.98
ENERGY,bracket +2/−4 20b,in-sample,>5B,all,all,796,1097,0.352,4.5,0.675,ATR,1.17
ENERGY,bracket +2/−4 20b,in-sample,>5B,all,bull,555,765,0.234,2.6,0.661,ATR,0.78
ENERGY,bracket +2/−4 20b,in-sample,>5B,all,bear,241,332,0.623,4.1,0.705,ATR,2.06
ENERGY,bracket +2/−4 20b,in-sample,>5B,<3,all,448,617,0.411,3.7,0.692,ATR,1.0
ENERGY,bracket +2/−4 20b,in-sample,>5B,<3,bull,320,441,0.197,1.5,0.666,ATR,0.49
ENERGY,bracket +2/−4 20b,in-sample,>5B,3-5,all,232,320,0.372,2.8,0.668,ATR,1.32
ENERGY,bracket +2/−4 20b,in-sample,>5B,3-5,bull,164,226,0.362,2.5,0.671,ATR,1.3
ENERGY,bracket +2/−4 20b,holdout,all,all,all,552,2049,0.181,2.0,0.652,ATR,0.88
ENERGY,bracket +2/−4 20b,holdout,all,all,bull,510,1893,0.147,1.6,0.641,ATR,0.52
ENERGY,bracket +2/−4 20b,holdout,all,<3,all,204,757,0.26,1.7,0.662,ATR,0.65
ENERGY,bracket +2/−4 20b,holdout,all,<3,bull,196,727,0.294,1.9,0.668,ATR,0.67
ENERGY,bracket +2/−4 20b,holdout,all,3-5,all,209,776,0.073,0.5,0.612,ATR,0.2
ENERGY,bracket +2/−4 20b,holdout,all,3-5,bull,196,727,0.042,0.3,0.602,ATR,0.07
ENERGY,bracket +2/−4 20b,holdout,>5B,all,all,315,1169,0.197,1.7,0.651,ATR,1.02
ENERGY,bracket +2/−4 20b,holdout,>5B,all,bull,298,1106,0.176,1.4,0.644,ATR,0.83
ENERGY,bracket +3/−4 20b,in-sample,all,all,all,1265,1743,0.356,5.1,0.604,ATR,1.33
ENERGY,bracket +3/−4 20b,in-sample,all,all,bull,891,1228,0.333,4.2,0.621,ATR,1.2
ENERGY,bracket +3/−4 20b,in-sample,all,all,bear,374,515,0.41,3.0,0.564,ATR,1.63
ENERGY,bracket +3/−4 20b,in-sample,all,<3,all,595,820,0.381,3.5,0.602,ATR,0.97
