entry,exit,period,cap,atr,regime,n,trades_per_year,excess,z,win,unit,per_trade_pct
any family,scalp +0.5/−3 10b,in-sample,500M-2B,<3,bull,166,229,0.046,0.6,0.831,ATR,0.09
any family,scalp +0.5/−3 10b,in-sample,500M-2B,3-5,all,324,446,0.041,0.7,0.843,ATR,0.15
any family,scalp +0.5/−3 10b,in-sample,500M-2B,3-5,bull,230,317,0.018,0.3,0.848,ATR,0.07
any family,scalp +0.5/−3 10b,in-sample,500M-2B,5-8,all,176,242,0.136,2.1,0.824,ATR,0.86
any family,scalp +0.5/−3 10b,in-sample,2B-5B,all,all,2066,2847,0.101,4.7,0.855,ATR,0.51
any family,scalp +0.5/−3 10b,in-sample,2B-5B,all,bull,1428,1968,0.089,3.6,0.852,ATR,0.42
any family,scalp +0.5/−3 10b,in-sample,2B-5B,all,bear,638,879,0.128,3.1,0.861,ATR,0.72
any family,scalp +0.5/−3 10b,in-sample,2B-5B,<3,all,680,937,0.031,0.7,0.844,ATR,0.13
any family,scalp +0.5/−3 10b,in-sample,2B-5B,<3,bull,509,701,0.062,1.4,0.861,ATR,0.22
any family,scalp +0.5/−3 10b,in-sample,2B-5B,<3,bear,171,236,-0.061,-0.6,0.795,ATR,-0.16
any family,scalp +0.5/−3 10b,in-sample,2B-5B,3-5,all,825,1137,0.115,3.5,0.868,ATR,0.45
any family,scalp +0.5/−3 10b,in-sample,2B-5B,3-5,bull,564,777,0.074,1.9,0.851,ATR,0.29
any family,scalp +0.5/−3 10b,in-sample,2B-5B,3-5,bear,261,360,0.202,3.5,0.904,ATR,0.78
any family,scalp +0.5/−3 10b,in-sample,2B-5B,5-8,all,386,532,0.18,4.3,0.86,ATR,1.15
any family,scalp +0.5/−3 10b,in-sample,2B-5B,5-8,bull,248,342,0.188,4.0,0.863,ATR,1.19
any family,scalp +0.5/−3 10b,in-sample,>5B,all,all,4742,6534,0.136,9.9,0.868,ATR,0.52
any family,scalp +0.5/−3 10b,in-sample,>5B,all,bull,3278,4516,0.075,4.5,0.854,ATR,0.29
any family,scalp +0.5/−3 10b,in-sample,>5B,all,bear,1464,2017,0.272,11.7,0.9,ATR,1.04
any family,scalp +0.5/−3 10b,in-sample,>5B,<3,all,2588,3566,0.109,5.5,0.864,ATR,0.27
any family,scalp +0.5/−3 10b,in-sample,>5B,<3,bull,1950,2687,0.058,2.5,0.855,ATR,0.15
any family,scalp +0.5/−3 10b,in-sample,>5B,<3,bear,638,879,0.263,6.7,0.89,ATR,0.64
any family,scalp +0.5/−3 10b,in-sample,>5B,3-5,all,1472,2028,0.188,8.6,0.889,ATR,0.72
any family,scalp +0.5/−3 10b,in-sample,>5B,3-5,bull,940,1295,0.102,3.5,0.864,ATR,0.4
any family,scalp +0.5/−3 10b,in-sample,>5B,3-5,bear,532,733,0.34,11.2,0.934,ATR,1.28
any family,scalp +0.5/−3 10b,in-sample,>5B,5-8,all,500,689,0.105,2.5,0.834,ATR,0.59
any family,scalp +0.5/−3 10b,in-sample,>5B,5-8,bull,296,408,0.088,1.7,0.824,ATR,0.52
any family,scalp +0.5/−3 10b,in-sample,>5B,5-8,bear,204,281,0.129,1.8,0.848,ATR,0.69
any family,scalp +0.5/−3 10b,holdout,all,all,all,3172,11772,0.037,2.1,0.819,ATR,0.21
any family,scalp +0.5/−3 10b,holdout,all,all,bull,2889,10722,0.023,1.2,0.812,ATR,0.14
any family,scalp +0.5/−3 10b,holdout,all,all,bear,283,1050,0.181,3.4,0.887,ATR,1.02
any family,scalp +0.5/−3 10b,holdout,all,<3,all,1384,5136,-0.019,-0.6,0.812,ATR,-0.03
any family,scalp +0.5/−3 10b,holdout,all,<3,bull,1304,4840,-0.008,-0.3,0.814,ATR,-0.01
any family,scalp +0.5/−3 10b,holdout,all,3-5,all,1081,4012,0.086,2.9,0.835,ATR,0.33
any family,scalp +0.5/−3 10b,holdout,all,3-5,bull,950,3526,0.046,1.4,0.82,ATR,0.18
any family,scalp +0.5/−3 10b,holdout,all,5-8,all,485,1800,0.061,1.5,0.81,ATR,0.33
any family,scalp +0.5/−3 10b,holdout,all,5-8,bull,437,1622,0.047,1.1,0.803,ATR,0.25
any family,scalp +0.5/−3 10b,holdout,500M-2B,all,all,402,1492,0.076,1.6,0.831,ATR,0.39
any family,scalp +0.5/−3 10b,holdout,500M-2B,all,bull,365,1355,0.057,1.1,0.825,ATR,0.34
any family,scalp +0.5/−3 10b,holdout,2B-5B,all,all,880,3266,0.049,1.5,0.812,ATR,0.25
any family,scalp +0.5/−3 10b,holdout,2B-5B,all,bull,790,2932,0.023,0.6,0.801,ATR,0.12
any family,scalp +0.5/−3 10b,holdout,2B-5B,<3,all,286,1061,0.02,0.3,0.822,ATR,0.08
any family,scalp +0.5/−3 10b,holdout,2B-5B,<3,bull,264,980,0.016,0.3,0.818,ATR,0.08
any family,scalp +0.5/−3 10b,holdout,2B-5B,3-5,all,333,1236,0.087,1.7,0.826,ATR,0.37
any family,scalp +0.5/−3 10b,holdout,2B-5B,3-5,bull,290,1076,0.042,0.7,0.807,ATR,0.21
any family,scalp +0.5/−3 10b,holdout,2B-5B,5-8,all,181,672,-0.04,-0.6,0.757,ATR,-0.36
any family,scalp +0.5/−3 10b,holdout,2B-5B,5-8,bull,168,624,-0.052,-0.7,0.756,ATR,-0.42
any family,scalp +0.5/−3 10b,holdout,>5B,all,all,1882,6985,0.023,1.0,0.819,ATR,0.17
any family,scalp +0.5/−3 10b,holdout,>5B,all,bull,1726,6406,0.016,0.6,0.815,ATR,0.11
any family,scalp +0.5/−3 10b,holdout,>5B,all,bear,156,579,0.104,1.3,0.872,ATR,0.85
any family,scalp +0.5/−3 10b,holdout,>5B,<3,all,987,3663,-0.041,-1.2,0.806,ATR,-0.08
any family,scalp +0.5/−3 10b,holdout,>5B,<3,bull,938,3481,-0.025,-0.7,0.81,ATR,-0.05
any family,scalp +0.5/−3 10b,holdout,>5B,3-5,all,609,2260,0.098,2.6,0.839,ATR,0.35
any family,scalp +0.5/−3 10b,holdout,>5B,3-5,bull,534,1982,0.063,1.5,0.826,ATR,0.22
any family,scalp +0.5/−3 10b,holdout,>5B,5-8,all,203,753,0.106,1.7,0.837,ATR,0.65
any family,scalp +0.5/−3 10b,holdout,>5B,5-8,bull,180,668,0.101,1.6,0.828,ATR,0.6
any family,close 10 bars,in-sample,all,all,all,7668,10565,0.868,7.7,0.609,%,0.87
any family,close 10 bars,in-sample,all,all,bull,5286,7283,0.704,6.0,0.614,%,0.7
any family,close 10 bars,in-sample,all,all,bear,2382,3282,1.23,4.8,0.597,%,1.23
any family,close 10 bars,in-sample,all,<3,all,3526,4858,1.019,11.0,0.607,%,1.02
any family,close 10 bars,in-sample,all,<3,bull,2635,3631,0.818,8.2,0.619,%,0.82
any family,close 10 bars,in-sample,all,<3,bear,891,1228,1.614,7.4,0.574,%,1.61
any family,close 10 bars,in-sample,all,3-5,all,2622,3613,1.854,10.1,0.638,%,1.85
any family,close 10 bars,in-sample,all,3-5,bull,1734,2389,1.395,6.9,0.627,%,1.4
any family,close 10 bars,in-sample,all,3-5,bear,888,1223,2.75,7.5,0.659,%,2.75
any family,close 10 bars,in-sample,all,5-8,all,1065,1467,0.275,0.7,0.574,%,0.28
any family,close 10 bars,in-sample,all,5-8,bull,663,913,1.036,2.5,0.6,%,1.04
any family,close 10 bars,in-sample,all,5-8,bear,402,554,-0.98,-1.2,0.53,%,-0.98
any family,close 10 bars,in-sample,500M-2B,all,all,838,1155,-0.02,-0.0,0.57,%,-0.02
any family,close 10 bars,in-sample,500M-2B,all,bull,567,781,0.693,1.5,0.6,%,0.69
any family,close 10 bars,in-sample,500M-2B,all,bear,271,373,-1.514,-1.8,0.509,%,-1.51
any family,close 10 bars,in-sample,500M-2B,<3,all,241,332,0.419,1.2,0.535,%,0.42
any family,close 10 bars,in-sample,500M-2B,<3,bull,166,229,0.491,1.2,0.566,%,0.49
any family,close 10 bars,in-sample,500M-2B,3-5,all,324,446,1.417,2.7,0.62,%,1.42
any family,close 10 bars,in-sample,500M-2B,3-5,bull,230,317,1.505,2.5,0.643,%,1.51
any family,close 10 bars,in-sample,500M-2B,5-8,all,176,242,-0.237,-0.2,0.551,%,-0.24
any family,close 10 bars,in-sample,2B-5B,all,all,2066,2847,0.472,2.0,0.58,%,0.47
any family,close 10 bars,in-sample,2B-5B,all,bull,1428,1968,0.395,1.5,0.585,%,0.39
any family,close 10 bars,in-sample,2B-5B,all,bear,638,879,0.644,1.3,0.571,%,0.64
any family,close 10 bars,in-sample,2B-5B,<3,all,680,937,0.6,2.6,0.566,%,0.6
any family,close 10 bars,in-sample,2B-5B,<3,bull,509,701,0.642,2.5,0.591,%,0.64
any family,close 10 bars,in-sample,2B-5B,<3,bear,171,236,0.474,0.9,0.491,%,0.47
any family,close 10 bars,in-sample,2B-5B,3-5,all,825,1137,1.688,4.9,0.617,%,1.69
any family,close 10 bars,in-sample,2B-5B,3-5,bull,564,777,1.044,2.7,0.596,%,1.04
any family,close 10 bars,in-sample,2B-5B,3-5,bear,261,360,3.08,4.5,0.663,%,3.08
any family,close 10 bars,in-sample,2B-5B,5-8,all,386,532,-0.028,-0.0,0.56,%,-0.03
any family,close 10 bars,in-sample,2B-5B,5-8,bull,248,342,1.229,1.8,0.597,%,1.23
any family,close 10 bars,in-sample,>5B,all,all,4742,6534,1.206,9.3,0.628,%,1.21
any family,close 10 bars,in-sample,>5B,all,bull,3278,4516,0.84,6.8,0.629,%,0.84
any family,close 10 bars,in-sample,>5B,all,bear,1464,2017,2.027,6.4,0.625,%,2.03
any family,close 10 bars,in-sample,>5B,<3,all,2588,3566,1.174,11.1,0.624,%,1.17
any family,close 10 bars,in-sample,>5B,<3,bull,1950,2687,0.88,7.9,0.629,%,0.88
any family,close 10 bars,in-sample,>5B,<3,bear,638,879,2.075,8.0,0.608,%,2.07
any family,close 10 bars,in-sample,>5B,3-5,all,1472,2028,2.047,8.6,0.654,%,2.05
any family,close 10 bars,in-sample,>5B,3-5,bull,940,1295,1.579,6.2,0.643,%,1.58
any family,close 10 bars,in-sample,>5B,3-5,bear,532,733,2.873,6.0,0.675,%,2.87
any family,close 10 bars,in-sample,>5B,5-8,all,500,689,0.728,1.2,0.594,%,0.73
any family,close 10 bars,in-sample,>5B,5-8,bull,296,408,0.728,1.2,0.611,%,0.73
any family,close 10 bars,in-sample,>5B,5-8,bear,204,281,0.728,0.6,0.569,%,0.73
any family,close 10 bars,holdout,all,all,all,3172,11772,0.65,3.9,0.581,%,0.65
any family,close 10 bars,holdout,all,all,bull,2889,10722,0.611,3.5,0.57,%,0.61
any family,close 10 bars,holdout,all,all,bear,283,1050,1.045,2.2,0.693,%,1.05
any family,close 10 bars,holdout,all,<3,all,1384,5136,0.614,4.3,0.556,%,0.61
any family,close 10 bars,holdout,all,<3,bull,1304,4840,0.739,5.1,0.561,%,0.74
any family,close 10 bars,holdout,all,3-5,all,1081,4012,1.04,4.4,0.619,%,1.04
any family,close 10 bars,holdout,all,3-5,bull,950,3526,0.904,3.4,0.595,%,0.9
any family,close 10 bars,holdout,all,5-8,all,485,1800,0.479,0.8,0.579,%,0.48
any family,close 10 bars,holdout,all,5-8,bull,437,1622,0.201,0.3,0.558,%,0.2
any family,close 10 bars,holdout,500M-2B,all,all,402,1492,0.038,0.1,0.565,%,0.04
any family,close 10 bars,holdout,500M-2B,all,bull,365,1355,-0.179,-0.3,0.551,%,-0.18
any family,close 10 bars,holdout,2B-5B,all,all,880,3266,0.466,1.3,0.56,%,0.47
any family,close 10 bars,holdout,2B-5B,all,bull,790,2932,0.384,1.0,0.546,%,0.38
any family,close 10 bars,holdout,2B-5B,<3,all,286,1061,0.389,1.2,0.528,%,0.39
any family,close 10 bars,holdout,2B-5B,<3,bull,264,980,0.571,1.8,0.534,%,0.57
any family,close 10 bars,holdout,2B-5B,3-5,all,333,1236,1.397,3.2,0.619,%,1.4
any family,close 10 bars,holdout,2B-5B,3-5,bull,290,1076,1.389,2.8,0.597,%,1.39
any family,close 10 bars,holdout,2B-5B,5-8,all,181,672,-0.374,-0.4,0.497,%,-0.37
any family,close 10 bars,holdout,2B-5B,5-8,bull,168,624,-0.649,-0.6,0.482,%,-0.65
any family,close 10 bars,holdout,>5B,all,all,1882,6985,0.888,4.9,0.595,%,0.89
any family,close 10 bars,holdout,>5B,all,bull,1726,6406,0.905,4.7,0.586,%,0.9
any family,close 10 bars,holdout,>5B,all,bear,156,579,0.699,1.3,0.692,%,0.7
any family,close 10 bars,holdout,>5B,<3,all,987,3663,0.735,4.2,0.571,%,0.74
any family,close 10 bars,holdout,>5B,<3,bull,938,3481,0.847,4.8,0.577,%,0.85
any family,close 10 bars,holdout,>5B,3-5,all,609,2260,0.986,3.3,0.614,%,0.99
any family,close 10 bars,holdout,>5B,3-5,bull,534,1982,0.844,2.6,0.588,%,0.84
any family,close 10 bars,holdout,>5B,5-8,all,203,753,2.106,2.6,0.66,%,2.11
any family,close 10 bars,holdout,>5B,5-8,bull,180,668,1.965,2.2,0.639,%,1.97
any family,hole down,in-sample,all,all,all,7668,10565,-0.973,-5.7,0.477,%,-0.97
any family,hole down,in-sample,all,all,bull,5286,7283,-1.51,-6.5,0.452,%,-1.51
any family,hole down,in-sample,all,all,bear,2382,3282,0.218,1.1,0.531,%,0.22
any family,hole down,in-sample,all,<3,all,3526,4858,-0.058,-0.7,0.439,%,-0.06
any family,hole down,in-sample,all,<3,bull,2635,3631,-0.364,-3.3,0.436,%,-0.36
any family,hole down,in-sample,all,<3,bear,891,1228,0.848,7.4,0.45,%,0.85
any family,hole down,in-sample,all,3-5,all,2622,3613,-0.752,-3.7,0.521,%,-0.75
any family,hole down,in-sample,all,3-5,bull,1734,2389,-1.57,-5.4,0.475,%,-1.57
any family,hole down,in-sample,all,3-5,bear,888,1223,0.846,5.7,0.613,%,0.85
any family,hole down,in-sample,all,5-8,all,1065,1467,-1.201,-1.9,0.494,%,-1.2
any family,hole down,in-sample,all,5-8,bull,663,913,-2.374,-2.5,0.463,%,-2.37
any family,hole down,in-sample,all,5-8,bear,402,554,0.732,1.3,0.545,%,0.73
any family,hole down,in-sample,500M-2B,all,all,838,1155,-2.425,-3.6,0.461,%,-2.43
any family,hole down,in-sample,500M-2B,all,bull,567,781,-2.812,-3.0,0.45,%,-2.81
any family,hole down,in-sample,500M-2B,all,bear,271,373,-1.617,-2.2,0.483,%,-1.62
any family,hole down,in-sample,500M-2B,<3,all,241,332,-0.217,-0.7,0.461,%,-0.22
any family,hole down,in-sample,500M-2B,<3,bull,166,229,-0.522,-1.2,0.464,%,-0.52
any family,hole down,in-sample,500M-2B,3-5,all,324,446,-0.977,-1.7,0.485,%,-0.98
any family,hole down,in-sample,500M-2B,3-5,bull,230,317,-1.564,-2.1,0.478,%,-1.56
any family,hole down,in-sample,500M-2B,5-8,all,176,242,-0.092,-0.0,0.449,%,-0.09
any family,hole down,in-sample,2B-5B,all,all,2066,2847,-1.165,-3.3,0.47,%,-1.16
any family,hole down,in-sample,2B-5B,all,bull,1428,1968,-1.781,-3.8,0.454,%,-1.78
any family,hole down,in-sample,2B-5B,all,bear,638,879,0.215,0.5,0.505,%,0.22
any family,hole down,in-sample,2B-5B,<3,all,680,937,-0.352,-1.5,0.393,%,-0.35
any family,hole down,in-sample,2B-5B,<3,bull,509,701,-0.533,-1.8,0.409,%,-0.53
any family,hole down,in-sample,2B-5B,<3,bear,171,236,0.187,0.7,0.345,%,0.19
any family,hole down,in-sample,2B-5B,3-5,all,825,1137,-0.725,-1.7,0.505,%,-0.73
any family,hole down,in-sample,2B-5B,3-5,bull,564,777,-1.552,-2.6,0.465,%,-1.55
any family,hole down,in-sample,2B-5B,3-5,bear,261,360,1.062,3.4,0.594,%,1.06
any family,hole down,in-sample,2B-5B,5-8,all,386,532,-2.023,-2.3,0.51,%,-2.02
any family,hole down,in-sample,2B-5B,5-8,bull,248,342,-3.266,-2.6,0.508,%,-3.27
any family,hole down,in-sample,>5B,all,all,4742,6534,-0.621,-3.2,0.482,%,-0.62
any family,hole down,in-sample,>5B,all,bull,3278,4516,-1.166,-4.4,0.451,%,-1.17
any family,hole down,in-sample,>5B,all,bear,1464,2017,0.599,2.8,0.551,%,0.6
any family,hole down,in-sample,>5B,<3,all,2588,3566,0.021,0.2,0.449,%,0.02
any family,hole down,in-sample,>5B,<3,bull,1950,2687,-0.318,-2.6,0.44,%,-0.32
any family,hole down,in-sample,>5B,<3,bear,638,879,1.057,7.6,0.475,%,1.06
any family,hole down,in-sample,>5B,3-5,all,1472,2028,-0.72,-3.0,0.538,%,-0.72
any family,hole down,in-sample,>5B,3-5,bull,940,1295,-1.582,-4.4,0.48,%,-1.58
any family,hole down,in-sample,>5B,3-5,bear,532,733,0.804,4.6,0.641,%,0.8
any family,hole down,in-sample,>5B,5-8,all,500,689,-0.884,-1.2,0.498,%,-0.88
any family,hole down,in-sample,>5B,5-8,bull,296,408,-2.372,-2.2,0.453,%,-2.37
any family,hole down,in-sample,>5B,5-8,bear,204,281,1.276,1.5,0.564,%,1.28
any family,hole down,holdout,all,all,all,3172,11772,-2.148,-9.0,0.448,%,-2.15
any family,hole down,holdout,all,all,bull,2889,10722,-1.895,-7.5,0.436,%,-1.9
any family,hole down,holdout,all,all,bear,283,1050,-4.73,-7.1,0.576,%,-4.73
any family,hole down,holdout,all,<3,all,1384,5136,0.111,0.7,0.42,%,0.11
any family,hole down,holdout,all,<3,bull,1304,4840,0.183,1.0,0.419,%,0.18
any family,hole down,holdout,all,3-5,all,1081,4012,-1.232,-5.5,0.461,%,-1.23
any family,hole down,holdout,all,3-5,bull,950,3526,-1.129,-4.5,0.433,%,-1.13
any family,hole down,holdout,all,5-8,all,485,1800,-3.939,-3.7,0.499,%,-3.94
any family,hole down,holdout,all,5-8,bull,437,1622,-3.689,-3.2,0.492,%,-3.69
any family,hole down,holdout,500M-2B,all,all,402,1492,-3.82,-7.1,0.46,%,-3.82
any family,hole down,holdout,500M-2B,all,bull,365,1355,-3.831,-6.9,0.438,%,-3.83
any family,hole down,holdout,2B-5B,all,all,880,3266,-3.238,-7.1,0.426,%,-3.24
any family,hole down,holdout,2B-5B,all,bull,790,2932,-2.997,-6.1,0.408,%,-3.0
any family,hole down,holdout,2B-5B,<3,all,286,1061,-0.693,-2.4,0.374,%,-0.69
any family,hole down,holdout,2B-5B,<3,bull,264,980,-0.621,-2.1,0.367,%,-0.62
any family,hole down,holdout,2B-5B,3-5,all,333,1236,-1.249,-3.1,0.45,%,-1.25
any family,hole down,holdout,2B-5B,3-5,bull,290,1076,-1.11,-2.5,0.421,%,-1.11
any family,hole down,holdout,2B-5B,5-8,all,181,672,-5.325,-6.1,0.448,%,-5.33
any family,hole down,holdout,2B-5B,5-8,bull,168,624,-5.272,-5.8,0.44,%,-5.27
any family,hole down,holdout,>5B,all,all,1882,6985,-1.191,-3.8,0.456,%,-1.19
any family,hole down,holdout,>5B,all,bull,1726,6406,-0.882,-2.6,0.448,%,-0.88
any family,hole down,holdout,>5B,all,bear,156,579,-4.613,-5.5,0.545,%,-4.61
any family,hole down,holdout,>5B,<3,all,987,3663,0.315,1.5,0.427,%,0.32
any family,hole down,holdout,>5B,<3,bull,938,3481,0.387,1.7,0.426,%,0.39
any family,hole down,holdout,>5B,3-5,all,609,2260,-1.331,-4.5,0.47,%,-1.33
any family,hole down,holdout,>5B,3-5,bull,534,1982,-1.172,-3.5,0.448,%,-1.17
any family,hole down,holdout,>5B,5-8,all,203,753,-1.634,-0.7,0.532,%,-1.63
any family,hole down,holdout,>5B,5-8,bull,180,668,-0.909,-0.3,0.533,%,-0.91
≥2 families,bracket +2/−4 20b,in-sample,all,all,all,153,211,0.406,2.3,0.667,ATR,0.87
≥2 families,bracket +3/−4 20b,in-sample,all,all,all,153,211,0.449,2.1,0.582,ATR,1.14
≥2 families,scalp +0.5/−3 10b,in-sample,all,all,all,153,211,0.21,3.2,0.882,ATR,0.63
≥2 families,close 10 bars,in-sample,all,all,all,153,211,1.973,2.5,0.68,%,1.97
≥2 families,hole down,in-sample,all,all,all,153,211,-1.246,-2.4,0.516,%,-1.25
Dragon C,bracket +2/−4 20b,in-sample,all,all,all,30962,42660,-0.057,-4.4,0.613,ATR,-0.26
Dragon C,bracket +2/−4 20b,in-sample,all,all,bull,27321,37643,-0.094,-6.8,0.613,ATR,-0.38
Dragon C,bracket +2/−4 20b,in-sample,all,all,bear,3641,5017,0.217,5.8,0.615,ATR,0.65
Dragon C,bracket +2/−4 20b,in-sample,all,<3,all,15728,21670,-0.027,-1.4,0.611,ATR,-0.02
Dragon C,bracket +2/−4 20b,in-sample,all,<3,bull,14455,19916,-0.069,-3.5,0.611,ATR,-0.12
Dragon C,bracket +2/−4 20b,in-sample,all,<3,bear,1273,1754,0.447,6.8,0.613,ATR,1.14
Dragon C,bracket +2/−4 20b,in-sample,all,3-5,all,10740,14798,-0.061,-2.8,0.626,ATR,-0.24
Dragon C,bracket +2/−4 20b,in-sample,all,3-5,bull,9335,12862,-0.091,-4.0,0.625,ATR,-0.34
Dragon C,bracket +2/−4 20b,in-sample,all,3-5,bear,1405,1936,0.137,2.2,0.631,ATR,0.42
Dragon C,bracket +2/−4 20b,in-sample,all,5-8,all,3716,5120,-0.134,-3.7,0.597,ATR,-0.86
Dragon C,bracket +2/−4 20b,in-sample,all,5-8,bull,2929,4036,-0.164,-3.9,0.602,ATR,-1.01
Dragon C,bracket +2/−4 20b,in-sample,all,5-8,bear,787,1084,-0.026,-0.3,0.577,ATR,-0.27
Dragon C,bracket +2/−4 20b,in-sample,500M-2B,all,all,3277,4515,-0.166,-4.2,0.591,ATR,-0.6
Dragon C,bracket +2/−4 20b,in-sample,500M-2B,all,bull,2908,4007,-0.178,-4.2,0.594,ATR,-0.64
Dragon C,bracket +2/−4 20b,in-sample,500M-2B,all,bear,369,508,-0.069,-0.6,0.564,ATR,-0.3
Dragon C,bracket +2/−4 20b,in-sample,500M-2B,<3,all,1102,1518,-0.241,-3.3,0.568,ATR,-0.54
Dragon C,bracket +2/−4 20b,in-sample,500M-2B,<3,bull,1031,1421,-0.23,-3.1,0.576,ATR,-0.53
Dragon C,bracket +2/−4 20b,in-sample,500M-2B,3-5,all,1342,1849,-0.164,-2.7,0.597,ATR,-0.6
Dragon C,bracket +2/−4 20b,in-sample,500M-2B,3-5,bull,1203,1657,-0.175,-2.7,0.598,ATR,-0.61
Dragon C,bracket +2/−4 20b,in-sample,500M-2B,5-8,all,677,933,-0.015,-0.2,0.623,ATR,-0.11
Dragon C,bracket +2/−4 20b,in-sample,500M-2B,5-8,bull,553,762,-0.058,-0.6,0.626,ATR,-0.34
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,all,all,8980,12373,-0.138,-5.7,0.6,ATR,-0.51
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,all,bull,7958,10965,-0.157,-6.1,0.603,ATR,-0.56
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,all,bear,1022,1408,0.012,0.2,0.574,ATR,-0.13
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,<3,all,3495,4815,-0.165,-4.1,0.586,ATR,-0.31
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,<3,bull,3248,4475,-0.193,-4.6,0.587,ATR,-0.38
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,<3,bear,247,340,0.201,1.3,0.563,ATR,0.62
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,3-5,all,3716,5120,-0.123,-3.3,0.617,ATR,-0.47
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,3-5,bull,3283,4523,-0.137,-3.5,0.62,ATR,-0.52
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,3-5,bear,433,597,-0.015,-0.1,0.598,ATR,-0.14
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,5-8,all,1460,2012,-0.074,-1.3,0.609,ATR,-0.52
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,5-8,bull,1175,1619,-0.074,-1.1,0.622,ATR,-0.51
Dragon C,bracket +2/−4 20b,in-sample,2B-5B,5-8,bear,285,393,-0.074,-0.6,0.554,ATR,-0.55
Dragon C,bracket +2/−4 20b,in-sample,>5B,all,all,18660,25710,0.0,0.0,0.623,ATR,-0.07
Dragon C,bracket +2/−4 20b,in-sample,>5B,all,bull,16414,22615,-0.049,-2.8,0.621,ATR,-0.24
Dragon C,bracket +2/−4 20b,in-sample,>5B,all,bear,2246,3095,0.361,7.7,0.642,ATR,1.17
Dragon C,bracket +2/−4 20b,in-sample,>5B,<3,all,11101,15295,0.036,1.6,0.623,ATR,0.13
Dragon C,bracket +2/−4 20b,in-sample,>5B,<3,bull,10147,13981,-0.015,-0.6,0.622,ATR,0.0
Dragon C,bracket +2/−4 20b,in-sample,>5B,<3,bear,954,1314,0.577,7.8,0.638,ATR,1.43
Dragon C,bracket +2/−4 20b,in-sample,>5B,3-5,all,5676,7820,0.006,0.2,0.639,ATR,0.01
Dragon C,bracket +2/−4 20b,in-sample,>5B,3-5,bull,4846,6677,-0.037,-1.2,0.636,ATR,-0.15
Dragon C,bracket +2/−4 20b,in-sample,>5B,3-5,bear,830,1144,0.259,3.3,0.657,ATR,0.91
Dragon C,bracket +2/−4 20b,in-sample,>5B,5-8,all,1576,2171,-0.238,-4.2,0.575,ATR,-1.47
Dragon C,bracket +2/−4 20b,in-sample,>5B,5-8,bull,1198,1651,-0.295,-4.5,0.573,ATR,-1.79
Dragon C,bracket +2/−4 20b,in-sample,>5B,5-8,bear,378,521,-0.056,-0.5,0.582,ATR,-0.46
Dragon C,bracket +2/−4 20b,holdout,all,all,all,14941,55451,-0.105,-5.4,0.593,ATR,-0.32
Dragon C,bracket +2/−4 20b,holdout,all,all,bull,14539,53959,-0.099,-5.0,0.593,ATR,-0.29
Dragon C,bracket +2/−4 20b,holdout,all,all,bear,402,1492,-0.321,-2.6,0.58,ATR,-1.28
Dragon C,bracket +2/−4 20b,holdout,all,<3,all,7079,26273,-0.148,-5.1,0.583,ATR,-0.37
Dragon C,bracket +2/−4 20b,holdout,all,<3,bull,6987,25931,-0.14,-4.8,0.585,ATR,-0.35
Dragon C,bracket +2/−4 20b,holdout,all,3-5,all,5549,20594,-0.066,-2.1,0.593,ATR,-0.18
Dragon C,bracket +2/−4 20b,holdout,all,3-5,bull,5361,19896,-0.067,-2.1,0.593,ATR,-0.18
Dragon C,bracket +2/−4 20b,holdout,all,3-5,bear,188,698,-0.045,-0.3,0.617,ATR,-0.16
Dragon C,bracket +2/−4 20b,holdout,all,5-8,all,1833,6803,-0.066,-1.3,0.625,ATR,-0.51
Dragon C,bracket +2/−4 20b,holdout,all,5-8,bull,1731,6424,-0.049,-0.9,0.627,ATR,-0.4
Dragon C,bracket +2/−4 20b,holdout,500M-2B,all,all,1943,7211,-0.279,-5.2,0.553,ATR,-0.98
Dragon C,bracket +2/−4 20b,holdout,500M-2B,all,bull,1897,7040,-0.293,-5.4,0.551,ATR,-1.03
Dragon C,bracket +2/−4 20b,holdout,500M-2B,<3,all,585,2171,-0.429,-4.2,0.513,ATR,-1.0
Dragon C,bracket +2/−4 20b,holdout,500M-2B,<3,bull,579,2149,-0.439,-4.3,0.511,ATR,-1.03
Dragon C,bracket +2/−4 20b,holdout,500M-2B,3-5,all,810,3006,-0.248,-3.0,0.552,ATR,-0.8
Dragon C,bracket +2/−4 20b,holdout,500M-2B,3-5,bull,795,2951,-0.257,-3.1,0.55,ATR,-0.82
Dragon C,bracket +2/−4 20b,holdout,500M-2B,5-8,all,427,1585,-0.168,-1.5,0.604,ATR,-1.15
Dragon C,bracket +2/−4 20b,holdout,500M-2B,5-8,bull,407,1511,-0.19,-1.7,0.602,ATR,-1.28
