entry,quality,target_atr,stop_atr,max_bars,trades,win,exp_atr,exp_pct_approx,oos_trades,oos_win,oos_exp_atr
next open,ATR ≥ 5 %,3.0,4.0,5,1662,0.516,0.217,1.22,903,0.509,0.214
next open,ATR ≥ 5 %,3.0,4.0,10,1662,0.539,0.366,2.06,903,0.543,0.397
next open,ATR ≥ 5 %,3.0,4.0,20,1662,0.56,0.431,2.43,903,0.581,0.56
next open,ATR ≥ 5 %,half@1,1.5,20,1662,0.577,0.175,0.98,903,0.568,0.142
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.0,5,671,0.638,-0.034,-0.19,392,0.622,-0.056
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.0,10,671,0.644,-0.033,-0.19,392,0.628,-0.056
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.0,20,671,0.645,-0.032,-0.18,392,0.63,-0.055
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.5,5,671,0.739,0.033,0.19,392,0.719,0.005
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.5,10,671,0.762,0.026,0.14,392,0.75,0.004
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.5,20,671,0.763,0.026,0.15,392,0.753,0.005
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,2.0,5,671,0.768,0.056,0.31,392,0.758,0.037
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,2.0,10,671,0.817,0.059,0.33,392,0.814,0.052
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,2.0,20,671,0.821,0.054,0.3,392,0.819,0.048
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,3.0,5,671,0.782,0.067,0.38,392,0.778,0.051
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,3.0,10,671,0.848,0.091,0.51,392,0.852,0.099
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,3.0,20,671,0.87,0.074,0.42,392,0.88,0.099
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,4.0,5,671,0.784,0.058,0.33,392,0.778,0.034
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,4.0,10,671,0.851,0.082,0.46,392,0.852,0.08
next open,fresh + ≥6 panels + ATR ≥ 5 %,0.5,4.0,20,671,0.888,0.083,0.46,392,0.898,0.108
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.0,5,671,0.496,0.001,0.01,392,0.495,-0.003
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.0,10,671,0.499,0.002,0.01,392,0.497,-0.001
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.0,20,671,0.501,0.002,0.01,392,0.5,0.002
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.5,5,671,0.586,0.062,0.35,392,0.574,0.041
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.5,10,671,0.608,0.036,0.21,392,0.599,0.017
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.5,20,671,0.615,0.043,0.24,392,0.607,0.022
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,2.0,5,671,0.611,0.073,0.41,392,0.602,0.05
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,2.0,10,671,0.663,0.066,0.37,392,0.648,0.03
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,2.0,20,671,0.69,0.076,0.43,392,0.679,0.044
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,3.0,5,671,0.626,0.08,0.45,392,0.62,0.054
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,3.0,10,671,0.699,0.088,0.5,392,0.691,0.07
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,3.0,20,671,0.754,0.093,0.52,392,0.758,0.104
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,4.0,5,671,0.627,0.071,0.4,392,0.62,0.033
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,4.0,10,671,0.702,0.084,0.47,392,0.691,0.054
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.0,4.0,20,671,0.775,0.103,0.58,392,0.778,0.129
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.0,5,671,0.435,0.045,0.25,392,0.426,0.02
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.0,10,671,0.419,0.048,0.27,392,0.411,0.021
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.0,20,671,0.423,0.06,0.34,392,0.413,0.033
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.5,5,671,0.526,0.128,0.72,392,0.505,0.089
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.5,10,671,0.528,0.103,0.58,392,0.515,0.054
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.5,20,671,0.541,0.127,0.72,392,0.526,0.078
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,2.0,5,671,0.542,0.124,0.7,392,0.523,0.08
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,2.0,10,671,0.58,0.131,0.74,392,0.564,0.068
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,2.0,20,671,0.614,0.161,0.91,392,0.597,0.105
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,3.0,5,671,0.554,0.125,0.7,392,0.538,0.077
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,3.0,10,671,0.617,0.156,0.88,392,0.607,0.107
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,3.0,20,671,0.69,0.211,1.19,392,0.694,0.219
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,4.0,5,671,0.556,0.116,0.65,392,0.538,0.057
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,4.0,10,671,0.621,0.16,0.9,392,0.61,0.102
next open,fresh + ≥6 panels + ATR ≥ 5 %,1.5,4.0,20,671,0.709,0.227,1.28,392,0.712,0.264
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.0,5,671,0.405,0.064,0.36,392,0.395,0.033
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.0,10,671,0.365,0.068,0.38,392,0.355,0.031
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.0,20,671,0.361,0.078,0.44,392,0.352,0.047
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.5,5,671,0.493,0.146,0.82,392,0.472,0.103
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.5,10,671,0.471,0.126,0.71,392,0.454,0.055
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.5,20,671,0.472,0.158,0.89,392,0.452,0.078
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,2.0,5,671,0.51,0.146,0.82,392,0.49,0.102
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,2.0,10,671,0.523,0.167,0.94,392,0.503,0.087
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,2.0,20,671,0.544,0.195,1.1,392,0.52,0.11
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,3.0,5,671,0.522,0.152,0.86,392,0.505,0.103
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,3.0,10,671,0.562,0.2,1.13,392,0.548,0.135
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,3.0,20,671,0.626,0.271,1.53,392,0.628,0.279
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,4.0,5,671,0.523,0.141,0.8,392,0.505,0.083
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,4.0,10,671,0.566,0.207,1.16,392,0.551,0.133
next open,fresh + ≥6 panels + ATR ≥ 5 %,2.0,4.0,20,671,0.647,0.293,1.65,392,0.648,0.338
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,1.0,5,671,0.392,0.124,0.7,392,0.375,0.079
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,1.0,10,671,0.331,0.177,1.0,392,0.316,0.14
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,1.0,20,671,0.301,0.174,0.98,392,0.298,0.158
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,1.5,5,671,0.48,0.203,1.14,392,0.452,0.153
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,1.5,10,671,0.432,0.256,1.44,392,0.413,0.198
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,1.5,20,671,0.405,0.293,1.65,392,0.395,0.234
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,2.0,5,671,0.498,0.207,1.16,392,0.472,0.154
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,2.0,10,671,0.486,0.305,1.72,392,0.462,0.224
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,2.0,20,671,0.478,0.379,2.13,392,0.464,0.31
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,3.0,5,671,0.513,0.225,1.26,392,0.492,0.17
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,3.0,10,671,0.525,0.349,1.96,392,0.508,0.277
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,3.0,20,671,0.56,0.506,2.85,392,0.571,0.553
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,4.0,5,671,0.514,0.215,1.21,392,0.492,0.151
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,4.0,10,671,0.529,0.354,1.99,392,0.51,0.269
next open,fresh + ≥6 panels + ATR ≥ 5 %,3.0,4.0,20,671,0.584,0.543,3.05,392,0.597,0.628
next open,fresh + ≥6 panels + ATR ≥ 5 %,half@1,1.5,20,671,0.587,0.172,0.96,392,0.574,0.103
"next open, gap ≤ 0.5 ATR",all,0.5,1.0,5,3225,0.652,-0.011,-0.06,1411,0.617,-0.064
"next open, gap ≤ 0.5 ATR",all,0.5,1.0,10,3225,0.66,-0.009,-0.05,1411,0.624,-0.063
"next open, gap ≤ 0.5 ATR",all,0.5,1.0,20,3225,0.661,-0.008,-0.04,1411,0.626,-0.061
"next open, gap ≤ 0.5 ATR",all,0.5,1.5,5,3225,0.721,0.003,0.02,1411,0.697,-0.043
"next open, gap ≤ 0.5 ATR",all,0.5,1.5,10,3225,0.749,0.005,0.03,1411,0.726,-0.042
"next open, gap ≤ 0.5 ATR",all,0.5,1.5,20,3225,0.753,0.006,0.03,1411,0.731,-0.039
"next open, gap ≤ 0.5 ATR",all,0.5,2.0,5,3225,0.747,0.02,0.11,1411,0.732,-0.017
"next open, gap ≤ 0.5 ATR",all,0.5,2.0,10,3225,0.797,0.026,0.15,1411,0.783,-0.01
"next open, gap ≤ 0.5 ATR",all,0.5,2.0,20,3225,0.808,0.024,0.13,1411,0.795,-0.01
"next open, gap ≤ 0.5 ATR",all,0.5,3.0,5,3225,0.755,0.018,0.1,1411,0.745,-0.006
"next open, gap ≤ 0.5 ATR",all,0.5,3.0,10,3225,0.824,0.034,0.19,1411,0.818,0.018
"next open, gap ≤ 0.5 ATR",all,0.5,3.0,20,3225,0.856,0.037,0.21,1411,0.858,0.037
"next open, gap ≤ 0.5 ATR",all,0.5,4.0,5,3225,0.756,0.016,0.09,1411,0.746,-0.011
"next open, gap ≤ 0.5 ATR",all,0.5,4.0,10,3225,0.828,0.032,0.18,1411,0.82,0.011
"next open, gap ≤ 0.5 ATR",all,0.5,4.0,20,3225,0.87,0.037,0.21,1411,0.87,0.029
"next open, gap ≤ 0.5 ATR",all,1.0,1.0,5,3225,0.513,0.026,0.15,1411,0.493,-0.018
"next open, gap ≤ 0.5 ATR",all,1.0,1.0,10,3225,0.516,0.032,0.18,1411,0.489,-0.019
"next open, gap ≤ 0.5 ATR",all,1.0,1.0,20,3225,0.517,0.034,0.19,1411,0.493,-0.015
"next open, gap ≤ 0.5 ATR",all,1.0,1.5,5,3225,0.58,0.045,0.25,1411,0.567,0.006
"next open, gap ≤ 0.5 ATR",all,1.0,1.5,10,3225,0.613,0.05,0.28,1411,0.593,0.004
"next open, gap ≤ 0.5 ATR",all,1.0,1.5,20,3225,0.618,0.05,0.28,1411,0.6,0.003
"next open, gap ≤ 0.5 ATR",all,1.0,2.0,5,3225,0.605,0.061,0.34,1411,0.597,0.023
"next open, gap ≤ 0.5 ATR",all,1.0,2.0,10,3225,0.666,0.077,0.44,1411,0.648,0.032
"next open, gap ≤ 0.5 ATR",all,1.0,2.0,20,3225,0.687,0.074,0.42,1411,0.674,0.032
"next open, gap ≤ 0.5 ATR",all,1.0,3.0,5,3225,0.612,0.055,0.31,1411,0.607,0.029
"next open, gap ≤ 0.5 ATR",all,1.0,3.0,10,3225,0.695,0.077,0.43,1411,0.684,0.052
"next open, gap ≤ 0.5 ATR",all,1.0,3.0,20,3225,0.75,0.089,0.5,1411,0.75,0.082
"next open, gap ≤ 0.5 ATR",all,1.0,4.0,5,3225,0.613,0.052,0.29,1411,0.607,0.023
"next open, gap ≤ 0.5 ATR",all,1.0,4.0,10,3225,0.699,0.074,0.42,1411,0.688,0.047
"next open, gap ≤ 0.5 ATR",all,1.0,4.0,20,3225,0.767,0.098,0.55,1411,0.765,0.086
"next open, gap ≤ 0.5 ATR",all,1.5,1.0,5,3225,0.464,0.077,0.43,1411,0.442,0.031
"next open, gap ≤ 0.5 ATR",all,1.5,1.0,10,3225,0.447,0.097,0.55,1411,0.42,0.041
"next open, gap ≤ 0.5 ATR",all,1.5,1.0,20,3225,0.442,0.104,0.59,1411,0.421,0.05
"next open, gap ≤ 0.5 ATR",all,1.5,1.5,5,3225,0.532,0.103,0.58,1411,0.514,0.064
"next open, gap ≤ 0.5 ATR",all,1.5,1.5,10,3225,0.544,0.128,0.72,1411,0.523,0.075
"next open, gap ≤ 0.5 ATR",all,1.5,1.5,20,3225,0.545,0.138,0.78,1411,0.529,0.089
"next open, gap ≤ 0.5 ATR",all,1.5,2.0,5,3225,0.555,0.117,0.66,1411,0.541,0.075
"next open, gap ≤ 0.5 ATR",all,1.5,2.0,10,3225,0.595,0.155,0.87,1411,0.573,0.1
"next open, gap ≤ 0.5 ATR",all,1.5,2.0,20,3225,0.613,0.164,0.92,1411,0.602,0.122
"next open, gap ≤ 0.5 ATR",all,1.5,3.0,5,3225,0.561,0.109,0.61,1411,0.551,0.081
"next open, gap ≤ 0.5 ATR",all,1.5,3.0,10,3225,0.622,0.153,0.86,1411,0.609,0.123
"next open, gap ≤ 0.5 ATR",all,1.5,3.0,20,3225,0.681,0.191,1.08,1411,0.687,0.2
"next open, gap ≤ 0.5 ATR",all,1.5,4.0,5,3225,0.562,0.103,0.58,1411,0.551,0.069
"next open, gap ≤ 0.5 ATR",all,1.5,4.0,10,3225,0.626,0.149,0.84,1411,0.613,0.112
"next open, gap ≤ 0.5 ATR",all,1.5,4.0,20,3225,0.697,0.194,1.09,1411,0.701,0.196
"next open, gap ≤ 0.5 ATR",all,2.0,1.0,5,3225,0.442,0.102,0.57,1411,0.418,0.05
"next open, gap ≤ 0.5 ATR",all,2.0,1.0,10,3225,0.402,0.131,0.73,1411,0.374,0.069
"next open, gap ≤ 0.5 ATR",all,2.0,1.0,20,3225,0.387,0.15,0.84,1411,0.368,0.087
"next open, gap ≤ 0.5 ATR",all,2.0,1.5,5,3225,0.509,0.125,0.71,1411,0.488,0.081
"next open, gap ≤ 0.5 ATR",all,2.0,1.5,10,3225,0.498,0.166,0.93,1411,0.474,0.102
"next open, gap ≤ 0.5 ATR",all,2.0,1.5,20,3225,0.485,0.188,1.06,1411,0.465,0.111
"next open, gap ≤ 0.5 ATR",all,2.0,2.0,5,3225,0.532,0.139,0.78,1411,0.515,0.094
"next open, gap ≤ 0.5 ATR",all,2.0,2.0,10,3225,0.548,0.197,1.11,1411,0.525,0.138
"next open, gap ≤ 0.5 ATR",all,2.0,2.0,20,3225,0.553,0.222,1.25,1411,0.538,0.156
"next open, gap ≤ 0.5 ATR",all,2.0,3.0,5,3225,0.538,0.131,0.74,1411,0.524,0.102
"next open, gap ≤ 0.5 ATR",all,2.0,3.0,10,3225,0.577,0.199,1.12,1411,0.563,0.17
"next open, gap ≤ 0.5 ATR",all,2.0,3.0,20,3225,0.624,0.265,1.49,1411,0.627,0.262
"next open, gap ≤ 0.5 ATR",all,2.0,4.0,5,3225,0.539,0.125,0.7,1411,0.525,0.093
"next open, gap ≤ 0.5 ATR",all,2.0,4.0,10,3225,0.582,0.195,1.1,1411,0.568,0.162
"next open, gap ≤ 0.5 ATR",all,2.0,4.0,20,3225,0.641,0.27,1.52,1411,0.644,0.268
"next open, gap ≤ 0.5 ATR",all,3.0,1.0,5,3225,0.433,0.129,0.73,1411,0.408,0.088
"next open, gap ≤ 0.5 ATR",all,3.0,1.0,10,3225,0.368,0.186,1.05,1411,0.339,0.136
"next open, gap ≤ 0.5 ATR",all,3.0,1.0,20,3225,0.324,0.221,1.24,1411,0.308,0.161
"next open, gap ≤ 0.5 ATR",all,3.0,1.5,5,3225,0.5,0.155,0.87,1411,0.478,0.126
"next open, gap ≤ 0.5 ATR",all,3.0,1.5,10,3225,0.462,0.228,1.28,1411,0.437,0.189
"next open, gap ≤ 0.5 ATR",all,3.0,1.5,20,3225,0.415,0.265,1.49,1411,0.401,0.21
"next open, gap ≤ 0.5 ATR",all,3.0,2.0,5,3225,0.522,0.171,0.96,1411,0.505,0.142
"next open, gap ≤ 0.5 ATR",all,3.0,2.0,10,3225,0.512,0.262,1.47,1411,0.486,0.227
"next open, gap ≤ 0.5 ATR",all,3.0,2.0,20,3225,0.481,0.306,1.72,1411,0.47,0.262
"next open, gap ≤ 0.5 ATR",all,3.0,3.0,5,3225,0.528,0.164,0.92,1411,0.515,0.15
"next open, gap ≤ 0.5 ATR",all,3.0,3.0,10,3225,0.542,0.268,1.51,1411,0.525,0.266
"next open, gap ≤ 0.5 ATR",all,3.0,3.0,20,3225,0.551,0.368,2.07,1411,0.558,0.402
"next open, gap ≤ 0.5 ATR",all,3.0,4.0,5,3225,0.529,0.158,0.89,1411,0.516,0.142
"next open, gap ≤ 0.5 ATR",all,3.0,4.0,10,3225,0.547,0.263,1.48,1411,0.53,0.257
"next open, gap ≤ 0.5 ATR",all,3.0,4.0,20,3225,0.569,0.381,2.14,1411,0.575,0.417
"next open, gap ≤ 0.5 ATR",all,half@1,1.5,20,3225,0.579,0.185,1.04,1411,0.557,0.132
"next open, gap ≤ 0.5 ATR",fresh,0.5,1.0,5,1668,0.647,-0.02,-0.11,759,0.622,-0.06
"next open, gap ≤ 0.5 ATR",fresh,0.5,1.0,10,1668,0.656,-0.014,-0.08,759,0.627,-0.058
"next open, gap ≤ 0.5 ATR",fresh,0.5,1.0,20,1668,0.658,-0.013,-0.07,759,0.63,-0.055
"next open, gap ≤ 0.5 ATR",fresh,0.5,1.5,5,1668,0.719,0.002,0.01,759,0.704,-0.036
"next open, gap ≤ 0.5 ATR",fresh,0.5,1.5,10,1668,0.748,0.002,0.01,759,0.729,-0.04
"next open, gap ≤ 0.5 ATR",fresh,0.5,1.5,20,1668,0.751,0.003,0.02,759,0.731,-0.038
"next open, gap ≤ 0.5 ATR",fresh,0.5,2.0,5,1668,0.744,0.016,0.09,759,0.738,-0.014
"next open, gap ≤ 0.5 ATR",fresh,0.5,2.0,10,1668,0.799,0.029,0.16,759,0.789,-0.002
"next open, gap ≤ 0.5 ATR",fresh,0.5,2.0,20,1668,0.809,0.025,0.14,759,0.798,-0.001
"next open, gap ≤ 0.5 ATR",fresh,0.5,3.0,5,1668,0.754,0.014,0.08,759,0.751,-0.019
"next open, gap ≤ 0.5 ATR",fresh,0.5,3.0,10,1668,0.826,0.031,0.17,759,0.818,-0.011
"next open, gap ≤ 0.5 ATR",fresh,0.5,3.0,20,1668,0.853,0.021,0.12,759,0.846,-0.012
"next open, gap ≤ 0.5 ATR",fresh,0.5,4.0,5,1668,0.755,0.009,0.05,759,0.751,-0.033
"next open, gap ≤ 0.5 ATR",fresh,0.5,4.0,10,1668,0.827,0.026,0.14,759,0.819,-0.024
"next open, gap ≤ 0.5 ATR",fresh,0.5,4.0,20,1668,0.866,0.02,0.11,759,0.863,-0.003
"next open, gap ≤ 0.5 ATR",fresh,1.0,1.0,5,1668,0.514,0.029,0.17,759,0.501,-0.001
"next open, gap ≤ 0.5 ATR",fresh,1.0,1.0,10,1668,0.515,0.03,0.17,759,0.495,-0.005
"next open, gap ≤ 0.5 ATR",fresh,1.0,1.0,20,1668,0.516,0.032,0.18,759,0.499,-0.002
"next open, gap ≤ 0.5 ATR",fresh,1.0,1.5,5,1668,0.582,0.049,0.27,759,0.57,0.011
"next open, gap ≤ 0.5 ATR",fresh,1.0,1.5,10,1668,0.609,0.043,0.24,759,0.59,-0.001
"next open, gap ≤ 0.5 ATR",fresh,1.0,1.5,20,1668,0.615,0.041,0.23,759,0.598,-0.002
"next open, gap ≤ 0.5 ATR",fresh,1.0,2.0,5,1668,0.604,0.051,0.29,759,0.598,0.015
"next open, gap ≤ 0.5 ATR",fresh,1.0,2.0,10,1668,0.662,0.064,0.36,759,0.64,0.006
"next open, gap ≤ 0.5 ATR",fresh,1.0,2.0,20,1668,0.683,0.06,0.34,759,0.665,0.004
"next open, gap ≤ 0.5 ATR",fresh,1.0,3.0,5,1668,0.613,0.045,0.25,759,0.611,0.006
"next open, gap ≤ 0.5 ATR",fresh,1.0,3.0,10,1668,0.693,0.063,0.35,759,0.676,0.0
"next open, gap ≤ 0.5 ATR",fresh,1.0,3.0,20,1668,0.745,0.064,0.36,759,0.734,0.003
"next open, gap ≤ 0.5 ATR",fresh,1.0,4.0,5,1668,0.614,0.037,0.21,759,0.611,-0.013
"next open, gap ≤ 0.5 ATR",fresh,1.0,4.0,10,1668,0.695,0.052,0.29,759,0.679,-0.018
"next open, gap ≤ 0.5 ATR",fresh,1.0,4.0,20,1668,0.763,0.072,0.41,759,0.756,0.034
"next open, gap ≤ 0.5 ATR",fresh,1.5,1.0,5,1668,0.46,0.067,0.38,759,0.439,0.016
"next open, gap ≤ 0.5 ATR",fresh,1.5,1.0,10,1668,0.439,0.081,0.45,759,0.414,0.022
"next open, gap ≤ 0.5 ATR",fresh,1.5,1.0,20,1668,0.436,0.089,0.5,759,0.414,0.031
"next open, gap ≤ 0.5 ATR",fresh,1.5,1.5,5,1668,0.528,0.097,0.55,759,0.506,0.04
"next open, gap ≤ 0.5 ATR",fresh,1.5,1.5,10,1668,0.536,0.109,0.61,759,0.509,0.037
"next open, gap ≤ 0.5 ATR",fresh,1.5,1.5,20,1668,0.54,0.123,0.69,759,0.519,0.057
"next open, gap ≤ 0.5 ATR",fresh,1.5,2.0,5,1668,0.547,0.096,0.54,759,0.528,0.034
"next open, gap ≤ 0.5 ATR",fresh,1.5,2.0,10,1668,0.587,0.131,0.74,759,0.555,0.04
"next open, gap ≤ 0.5 ATR",fresh,1.5,2.0,20,1668,0.608,0.145,0.81,759,0.582,0.052
"next open, gap ≤ 0.5 ATR",fresh,1.5,3.0,5,1668,0.556,0.088,0.5,759,0.542,0.023
"next open, gap ≤ 0.5 ATR",fresh,1.5,3.0,10,1668,0.618,0.122,0.69,759,0.59,0.031
"next open, gap ≤ 0.5 ATR",fresh,1.5,3.0,20,1668,0.678,0.17,0.96,759,0.665,0.091
"next open, gap ≤ 0.5 ATR",fresh,1.5,4.0,5,1668,0.556,0.079,0.44,759,0.542,0.003
"next open, gap ≤ 0.5 ATR",fresh,1.5,4.0,10,1668,0.621,0.112,0.63,759,0.594,0.013
"next open, gap ≤ 0.5 ATR",fresh,1.5,4.0,20,1668,0.696,0.178,1.0,759,0.686,0.127
"next open, gap ≤ 0.5 ATR",fresh,2.0,1.0,5,1668,0.436,0.083,0.47,759,0.408,0.006
"next open, gap ≤ 0.5 ATR",fresh,2.0,1.0,10,1668,0.39,0.099,0.55,759,0.357,0.014
"next open, gap ≤ 0.5 ATR",fresh,2.0,1.0,20,1668,0.376,0.116,0.65,759,0.35,0.031
"next open, gap ≤ 0.5 ATR",fresh,2.0,1.5,5,1668,0.504,0.113,0.64,759,0.474,0.031
"next open, gap ≤ 0.5 ATR",fresh,2.0,1.5,10,1668,0.487,0.134,0.75,759,0.451,0.026
"next open, gap ≤ 0.5 ATR",fresh,2.0,1.5,20,1668,0.478,0.163,0.91,759,0.449,0.053
"next open, gap ≤ 0.5 ATR",fresh,2.0,2.0,5,1668,0.522,0.112,0.63,759,0.497,0.029
"next open, gap ≤ 0.5 ATR",fresh,2.0,2.0,10,1668,0.54,0.165,0.93,759,0.499,0.048
"next open, gap ≤ 0.5 ATR",fresh,2.0,2.0,20,1668,0.544,0.187,1.05,759,0.514,0.062
"next open, gap ≤ 0.5 ATR",fresh,2.0,3.0,5,1668,0.531,0.104,0.59,759,0.51,0.018
"next open, gap ≤ 0.5 ATR",fresh,2.0,3.0,10,1668,0.571,0.159,0.9,759,0.535,0.042
"next open, gap ≤ 0.5 ATR",fresh,2.0,3.0,20,1668,0.619,0.23,1.29,759,0.603,0.128
"next open, gap ≤ 0.5 ATR",fresh,2.0,4.0,5,1668,0.532,0.096,0.54,759,0.511,0.005
"next open, gap ≤ 0.5 ATR",fresh,2.0,4.0,10,1668,0.574,0.15,0.85,759,0.54,0.032
"next open, gap ≤ 0.5 ATR",fresh,2.0,4.0,20,1668,0.638,0.239,1.35,759,0.628,0.178
"next open, gap ≤ 0.5 ATR",fresh,3.0,1.0,5,1668,0.426,0.116,0.65,759,0.398,0.05
"next open, gap ≤ 0.5 ATR",fresh,3.0,1.0,10,1668,0.358,0.167,0.94,759,0.324,0.09
"next open, gap ≤ 0.5 ATR",fresh,3.0,1.0,20,1668,0.316,0.199,1.12,759,0.295,0.108
"next open, gap ≤ 0.5 ATR",fresh,3.0,1.5,5,1668,0.493,0.148,0.83,759,0.464,0.079
"next open, gap ≤ 0.5 ATR",fresh,3.0,1.5,10,1668,0.453,0.21,1.18,759,0.415,0.12
"next open, gap ≤ 0.5 ATR",fresh,3.0,1.5,20,1668,0.412,0.263,1.48,759,0.39,0.155
"next open, gap ≤ 0.5 ATR",fresh,3.0,2.0,5,1668,0.51,0.146,0.82,759,0.486,0.079
"next open, gap ≤ 0.5 ATR",fresh,3.0,2.0,10,1668,0.505,0.25,1.41,759,0.464,0.158
"next open, gap ≤ 0.5 ATR",fresh,3.0,2.0,20,1668,0.478,0.305,1.72,759,0.455,0.196
"next open, gap ≤ 0.5 ATR",fresh,3.0,3.0,5,1668,0.519,0.14,0.79,759,0.501,0.073
"next open, gap ≤ 0.5 ATR",fresh,3.0,3.0,10,1668,0.537,0.245,1.38,759,0.501,0.159
"next open, gap ≤ 0.5 ATR",fresh,3.0,3.0,20,1668,0.552,0.368,2.07,759,0.544,0.303
"next open, gap ≤ 0.5 ATR",fresh,3.0,4.0,5,1668,0.52,0.133,0.75,759,0.502,0.061
"next open, gap ≤ 0.5 ATR",fresh,3.0,4.0,10,1668,0.54,0.235,1.32,759,0.506,0.148
"next open, gap ≤ 0.5 ATR",fresh,3.0,4.0,20,1668,0.572,0.383,2.15,759,0.57,0.362
"next open, gap ≤ 0.5 ATR",fresh,half@1,1.5,20,1668,0.573,0.149,0.84,759,0.555,0.065
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,1.0,5,1357,0.648,-0.019,-0.11,631,0.621,-0.06
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,1.0,10,1357,0.657,-0.014,-0.08,631,0.628,-0.057
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,1.0,20,1357,0.658,-0.013,-0.07,631,0.629,-0.056
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,1.5,5,1357,0.72,0.003,0.02,631,0.702,-0.038
