entry,quality,target_atr,stop_atr,max_bars,trades,win,exp_atr,exp_pct_approx,oos_trades,oos_win,oos_exp_atr
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,1.5,10,1357,0.747,-0.001,-0.01,631,0.729,-0.04
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,1.5,20,1357,0.75,0.0,0.0,631,0.731,-0.039
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,2.0,5,1357,0.747,0.015,0.09,631,0.739,-0.018
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,2.0,10,1357,0.797,0.021,0.12,631,0.789,-0.008
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,2.0,20,1357,0.808,0.02,0.11,631,0.797,-0.006
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,3.0,5,1357,0.759,0.018,0.1,631,0.753,-0.023
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,3.0,10,1357,0.825,0.022,0.12,631,0.818,-0.018
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,3.0,20,1357,0.853,0.016,0.09,631,0.846,-0.015
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,4.0,5,1357,0.76,0.01,0.06,631,0.753,-0.042
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,4.0,10,1357,0.828,0.012,0.07,631,0.819,-0.035
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,0.5,4.0,20,1357,0.869,0.02,0.11,631,0.867,0.006
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,1.0,5,1357,0.512,0.027,0.15,631,0.496,-0.011
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,1.0,10,1357,0.511,0.025,0.14,631,0.488,-0.019
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,1.0,20,1357,0.513,0.026,0.15,631,0.491,-0.016
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,1.5,5,1357,0.581,0.049,0.28,631,0.567,0.002
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,1.5,10,1357,0.607,0.037,0.21,631,0.586,-0.012
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,1.5,20,1357,0.614,0.038,0.21,631,0.594,-0.01
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,2.0,5,1357,0.605,0.051,0.28,631,0.596,0.004
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,2.0,10,1357,0.66,0.054,0.31,631,0.637,-0.007
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,2.0,20,1357,0.682,0.058,0.32,631,0.664,0.0
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,3.0,5,1357,0.615,0.048,0.27,631,0.609,-0.011
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,3.0,10,1357,0.691,0.05,0.28,631,0.672,-0.02
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,3.0,20,1357,0.746,0.067,0.38,631,0.732,-0.006
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,4.0,5,1357,0.616,0.038,0.21,631,0.609,-0.036
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,4.0,10,1357,0.694,0.034,0.19,631,0.675,-0.045
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.0,4.0,20,1357,0.766,0.077,0.43,631,0.758,0.037
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,1.0,5,1357,0.459,0.062,0.35,631,0.437,0.01
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,1.0,10,1357,0.436,0.073,0.41,631,0.41,0.014
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,1.0,20,1357,0.434,0.085,0.48,631,0.41,0.025
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,1.5,5,1357,0.528,0.095,0.54,631,0.507,0.039
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,1.5,10,1357,0.535,0.104,0.59,631,0.512,0.04
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,1.5,20,1357,0.541,0.124,0.7,631,0.521,0.067
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,2.0,5,1357,0.549,0.094,0.53,631,0.531,0.033
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,2.0,10,1357,0.584,0.119,0.67,631,0.556,0.037
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,2.0,20,1357,0.61,0.148,0.83,631,0.586,0.07
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,3.0,5,1357,0.559,0.087,0.49,631,0.544,0.013
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,3.0,10,1357,0.615,0.109,0.61,631,0.591,0.02
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,3.0,20,1357,0.683,0.182,1.02,631,0.669,0.099
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,4.0,5,1357,0.559,0.076,0.43,631,0.544,-0.013
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,4.0,10,1357,0.619,0.096,0.54,631,0.596,-0.002
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,1.5,4.0,20,1357,0.702,0.189,1.06,631,0.693,0.148
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,1.0,5,1357,0.437,0.077,0.43,631,0.414,0.018
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,1.0,10,1357,0.387,0.093,0.53,631,0.361,0.029
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,1.0,20,1357,0.374,0.116,0.65,631,0.353,0.047
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,1.5,5,1357,0.505,0.11,0.62,631,0.482,0.049
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,1.5,10,1357,0.486,0.13,0.73,631,0.46,0.053
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,1.5,20,1357,0.479,0.17,0.96,631,0.456,0.087
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,2.0,5,1357,0.525,0.107,0.6,631,0.506,0.046
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,2.0,10,1357,0.534,0.15,0.85,631,0.502,0.059
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,2.0,20,1357,0.548,0.199,1.12,631,0.52,0.093
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,3.0,5,1357,0.534,0.102,0.57,631,0.518,0.028
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,3.0,10,1357,0.567,0.146,0.82,631,0.539,0.047
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,3.0,20,1357,0.624,0.251,1.41,631,0.609,0.153
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,4.0,5,1357,0.535,0.088,0.5,631,0.518,0.001
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,4.0,10,1357,0.57,0.131,0.74,631,0.544,0.028
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,2.0,4.0,20,1357,0.643,0.259,1.45,631,0.634,0.213
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,1.0,5,1357,0.427,0.11,0.62,631,0.403,0.068
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,1.0,10,1357,0.355,0.169,0.95,631,0.331,0.128
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,1.0,20,1357,0.316,0.209,1.18,631,0.304,0.153
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,1.5,5,1357,0.494,0.144,0.81,631,0.471,0.104
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,1.5,10,1357,0.451,0.216,1.22,631,0.428,0.177
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,1.5,20,1357,0.416,0.287,1.62,631,0.404,0.23
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,2.0,5,1357,0.514,0.142,0.8,631,0.494,0.103
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,2.0,10,1357,0.499,0.245,1.38,631,0.471,0.191
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,2.0,20,1357,0.484,0.338,1.9,631,0.469,0.283
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,3.0,5,1357,0.524,0.138,0.78,631,0.509,0.089
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,3.0,10,1357,0.533,0.239,1.35,631,0.509,0.183
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,3.0,20,1357,0.561,0.415,2.33,631,0.558,0.391
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,4.0,5,1357,0.525,0.125,0.7,631,0.509,0.063
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,4.0,10,1357,0.536,0.221,1.25,631,0.513,0.161
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,3.0,4.0,20,1357,0.581,0.427,2.4,631,0.585,0.455
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels,half@1,1.5,20,1357,0.569,0.149,0.84,631,0.552,0.082
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,1.0,5,1481,0.646,-0.025,-0.14,806,0.615,-0.07
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,1.0,10,1481,0.649,-0.025,-0.14,806,0.619,-0.07
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,1.0,20,1481,0.65,-0.025,-0.14,806,0.622,-0.068
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,1.5,5,1481,0.729,0.014,0.08,806,0.707,-0.025
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,1.5,10,1481,0.75,0.009,0.05,806,0.734,-0.026
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,1.5,20,1481,0.754,0.009,0.05,806,0.739,-0.021
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,2.0,5,1481,0.757,0.042,0.24,806,0.751,0.024
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,2.0,10,1481,0.803,0.042,0.23,806,0.801,0.033
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,2.0,20,1481,0.812,0.036,0.2,806,0.813,0.033
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,3.0,5,1481,0.764,0.044,0.25,806,0.763,0.042
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,3.0,10,1481,0.831,0.075,0.42,806,0.841,0.101
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,3.0,20,1481,0.866,0.077,0.43,806,0.882,0.118
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,4.0,5,1481,0.765,0.045,0.25,806,0.763,0.037
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,4.0,10,1481,0.835,0.082,0.46,806,0.841,0.095
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,0.5,4.0,20,1481,0.88,0.086,0.48,806,0.891,0.109
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,1.0,5,1481,0.502,0.01,0.06,806,0.483,-0.032
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,1.0,10,1481,0.506,0.012,0.07,806,0.485,-0.028
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,1.0,20,1481,0.506,0.013,0.07,806,0.488,-0.025
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,1.5,5,1481,0.58,0.047,0.26,806,0.566,0.007
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,1.5,10,1481,0.605,0.031,0.17,806,0.587,-0.014
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,1.5,20,1481,0.608,0.027,0.15,806,0.592,-0.016
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,2.0,5,1481,0.606,0.069,0.39,806,0.6,0.043
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,2.0,10,1481,0.659,0.062,0.35,806,0.648,0.034
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,2.0,20,1481,0.681,0.057,0.32,806,0.676,0.039
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,3.0,5,1481,0.612,0.069,0.39,806,0.61,0.062
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,3.0,10,1481,0.69,0.089,0.5,806,0.692,0.102
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,3.0,20,1481,0.749,0.093,0.52,806,0.762,0.138
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,4.0,5,1481,0.613,0.072,0.4,806,0.61,0.059
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,4.0,10,1481,0.695,0.103,0.58,806,0.694,0.103
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.0,4.0,20,1481,0.766,0.112,0.63,806,0.774,0.144
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,1.0,5,1481,0.45,0.08,0.45,806,0.432,0.035
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,1.0,10,1481,0.439,0.09,0.51,806,0.421,0.046
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,1.0,20,1481,0.438,0.093,0.52,806,0.422,0.052
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,1.5,5,1481,0.527,0.128,0.72,806,0.512,0.091
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,1.5,10,1481,0.535,0.121,0.68,806,0.522,0.077
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,1.5,20,1481,0.537,0.118,0.66,806,0.529,0.086
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,2.0,5,1481,0.549,0.141,0.79,806,0.541,0.116
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,2.0,10,1481,0.587,0.157,0.88,806,0.582,0.138
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,2.0,20,1481,0.609,0.151,0.85,806,0.614,0.163
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,3.0,5,1481,0.555,0.14,0.79,806,0.551,0.135
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,3.0,10,1481,0.618,0.191,1.08,806,0.624,0.214
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,3.0,20,1481,0.68,0.198,1.11,806,0.705,0.29
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,4.0,5,1481,0.556,0.143,0.81,806,0.551,0.132
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,4.0,10,1481,0.623,0.213,1.2,806,0.627,0.223
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,1.5,4.0,20,1481,0.695,0.215,1.21,806,0.716,0.304
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,1.0,5,1481,0.425,0.115,0.65,806,0.404,0.064
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,1.0,10,1481,0.394,0.131,0.74,806,0.375,0.08
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,1.0,20,1481,0.383,0.139,0.78,806,0.367,0.086
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,1.5,5,1481,0.501,0.163,0.91,806,0.483,0.12
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,1.5,10,1481,0.488,0.167,0.94,806,0.474,0.114
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,1.5,20,1481,0.478,0.17,0.96,806,0.467,0.119
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,2.0,5,1481,0.523,0.178,1.0,806,0.511,0.152
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,2.0,10,1481,0.54,0.213,1.2,806,0.536,0.198
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,2.0,20,1481,0.546,0.202,1.14,806,0.547,0.205
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,3.0,5,1481,0.529,0.179,1.01,806,0.521,0.174
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,3.0,10,1481,0.573,0.256,1.44,806,0.579,0.288
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,3.0,20,1481,0.621,0.275,1.55,806,0.644,0.373
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,4.0,5,1481,0.529,0.182,1.02,806,0.521,0.171
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,4.0,10,1481,0.577,0.278,1.57,806,0.582,0.299
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,2.0,4.0,20,1481,0.638,0.299,1.68,806,0.658,0.402
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,1.0,5,1481,0.413,0.155,0.87,806,0.392,0.111
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,1.0,10,1481,0.359,0.211,1.19,806,0.34,0.173
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,1.0,20,1481,0.317,0.216,1.22,806,0.313,0.196
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,1.5,5,1481,0.489,0.205,1.15,806,0.471,0.177
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,1.5,10,1481,0.451,0.259,1.46,806,0.437,0.232
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,1.5,20,1481,0.404,0.261,1.47,806,0.406,0.253
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,2.0,5,1481,0.51,0.222,1.25,806,0.499,0.209
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,2.0,10,1481,0.502,0.305,1.71,806,0.495,0.311
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,2.0,20,1481,0.469,0.298,1.67,806,0.478,0.335
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,3.0,5,1481,0.517,0.226,1.27,806,0.51,0.233
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,3.0,10,1481,0.535,0.355,2.0,806,0.538,0.409
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,3.0,20,1481,0.542,0.396,2.23,806,0.571,0.536
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,4.0,5,1481,0.518,0.23,1.29,806,0.51,0.23
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,4.0,10,1481,0.54,0.376,2.12,806,0.541,0.418
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,3.0,4.0,20,1481,0.56,0.427,2.4,806,0.586,0.579
"next open, gap ≤ 0.5 ATR",ATR ≥ 5 %,half@1,1.5,20,1481,0.581,0.189,1.07,806,0.565,0.148
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.0,5,594,0.646,-0.02,-0.11,347,0.62,-0.059
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.0,10,594,0.653,-0.019,-0.11,347,0.625,-0.059
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.0,20,594,0.655,-0.018,-0.1,347,0.628,-0.058
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.5,5,594,0.737,0.035,0.19,347,0.712,-0.006
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.5,10,594,0.761,0.025,0.14,347,0.744,-0.009
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,1.5,20,594,0.763,0.025,0.14,347,0.746,-0.007
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,2.0,5,594,0.766,0.066,0.37,347,0.755,0.042
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,2.0,10,594,0.818,0.066,0.37,347,0.813,0.053
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,2.0,20,594,0.825,0.063,0.35,347,0.821,0.055
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,3.0,5,594,0.774,0.063,0.36,347,0.767,0.035
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,3.0,10,594,0.845,0.089,0.5,347,0.844,0.08
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,3.0,20,594,0.87,0.074,0.42,347,0.876,0.081
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,4.0,5,594,0.776,0.058,0.32,347,0.767,0.019
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,4.0,10,594,0.848,0.081,0.46,347,0.844,0.061
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,0.5,4.0,20,594,0.889,0.086,0.48,347,0.896,0.097
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.0,5,594,0.5,0.011,0.06,347,0.493,-0.004
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.0,10,594,0.503,0.011,0.06,347,0.496,-0.004
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.0,20,594,0.505,0.011,0.06,347,0.499,-0.001
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.5,5,594,0.588,0.068,0.38,347,0.576,0.046
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.5,10,594,0.609,0.041,0.23,347,0.599,0.019
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,1.5,20,594,0.618,0.047,0.27,347,0.608,0.025
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,2.0,5,594,0.611,0.085,0.48,347,0.608,0.075
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,2.0,10,594,0.663,0.076,0.43,347,0.651,0.054
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,2.0,20,594,0.695,0.09,0.51,347,0.689,0.076
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,3.0,5,594,0.62,0.078,0.44,347,0.617,0.06
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,3.0,10,594,0.695,0.093,0.52,347,0.689,0.087
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,3.0,20,594,0.756,0.098,0.55,347,0.764,0.124
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,4.0,5,594,0.621,0.073,0.41,347,0.617,0.042
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,4.0,10,594,0.699,0.091,0.51,347,0.689,0.072
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.0,4.0,20,594,0.778,0.109,0.61,347,0.787,0.156
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.0,5,594,0.439,0.055,0.31,347,0.427,0.022
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.0,10,594,0.423,0.058,0.32,347,0.409,0.016
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.0,20,594,0.428,0.071,0.4,347,0.412,0.031
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.5,5,594,0.525,0.128,0.72,347,0.507,0.094
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.5,10,594,0.527,0.1,0.56,347,0.513,0.048
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,1.5,20,594,0.54,0.124,0.7,347,0.524,0.075
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,2.0,5,594,0.54,0.133,0.75,347,0.527,0.104
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,2.0,10,594,0.579,0.136,0.77,347,0.565,0.086
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,2.0,20,594,0.616,0.168,0.94,347,0.605,0.135
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,3.0,5,594,0.547,0.119,0.67,347,0.536,0.083
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,3.0,10,594,0.611,0.151,0.85,347,0.602,0.12
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,3.0,20,594,0.689,0.202,1.13,347,0.697,0.234
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,4.0,5,594,0.549,0.114,0.64,347,0.536,0.066
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,4.0,10,594,0.616,0.16,0.9,347,0.605,0.121
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,1.5,4.0,20,594,0.709,0.22,1.24,347,0.718,0.29
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.0,5,594,0.409,0.065,0.37,347,0.395,0.025
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.0,10,594,0.367,0.072,0.4,347,0.352,0.02
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.0,20,594,0.362,0.08,0.45,347,0.349,0.033
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.5,5,594,0.492,0.136,0.76,347,0.473,0.097
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.5,10,594,0.47,0.118,0.67,347,0.45,0.041
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,2.0,1.5,20,594,0.471,0.151,0.85,347,0.45,0.066
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,2.0,2.0,5,594,0.507,0.144,0.81,347,0.493,0.115
"next open, gap ≤ 0.5 ATR",fresh + ≥6 panels + ATR ≥ 5 %,2.0,2.0,10,594,0.522,0.169,0.95,347,0.501,0.1
