suite,signal,exit,symbol,tf,net_profit_pct,profit_factor,win_rate,max_dd_pct,trades,avg_trade_pct,bh_pct,alpha_pct,tpw,bear_pnl_pct,bull_pnl_pct,short_pnl_pct,exposure_pct,robustness,overfit_risk,raw
startupio,Diamond total (2 of 3),Chandelier 3 ATR,NASDAQ:MRNA,D,388.87,4.739,53.85,25.51,26.0,,728.17,-339.3,0.064,162.23,226.64,0.0,17.24,1.87,0.73,"C | Moderna, Inc. | 1D ‖ {'Total PnL': '+38,887.10USD+388.87%', 'Max drawdown': '3,867.70USD25.51%', 'Profitable trades': '53.85%14/26', 'Profit factor': '4.739', 'Total trades': '26'}"
startupio,Diamond total (2 of 3),Chandelier 3 ATR,NASDAQ:PLTR,D,147.59,2.373,31.58,72.7,19.0,,1769.89,-1622.3,0.061,2.8,144.79,0.0,27.55,0.13,0.87,"C | Palantir Technologies Inc. | 1D ‖ {'Total PnL': '+14,759.39USD+147.59%', 'Max drawdown': '7,269.72USD72.70%', 'Profitable trades': '31.58%6/19', 'Profit factor': '2.373', 'Total trades': '19'}"
startupio,Diamond total (2 of 3),Chandelier 3 ATR,NASDAQ:NVDA,D,92.72,1.603,30.3,32.44,33.0,,4359.89,-4267.18,0.0726,145.94,-53.23,0.0,28.49,1.0,0.83,"C | NVIDIA Corporation | 1D ‖ {'Total PnL': '+9,271.83USD+92.72%', 'Max drawdown': '5,204.79USD32.44%', 'Profitable trades': '30.30%10/33', 'Profit factor': '1.603', 'Total trades': '33'}"
startupio,Diamond total (2 of 3),Chandelier 3 ATR,NASDAQ:INTC,D,115.01,1.975,37.5,63.8,32.0,,131.8,-15.71,0.0704,122.36,-6.21,0.0,26.48,0.44,0.81,"C | Intel Corporation | 1D ‖ {'Total PnL': '+11,500.64USD+115.01%', 'Max drawdown': '7,340.75USD63.80%', 'Profitable trades': '37.50%12/32', 'Profit factor': '1.975', 'Total trades': '32'}"
startupio,Diamond total (2 of 3),Chandelier 3 ATR,NASDAQ:IREN,D,371.92,3.586,47.37,26.85,19.0,,90.92,281.0,0.0753,-22.31,394.23,0.0,27.12,1.52,0.74,"C | IREN LIMITED | 1D ‖ {'Total PnL': '+37,191.74USD+371.92%', 'Max drawdown': '8,729.50USD26.85%', 'Profitable trades': '47.37%9/19', 'Profit factor': '3.586', 'Total trades': '19'}"
startupio,Diamond total (2 of 3),Chandelier 3 ATR,NASDAQ:ONDS,D,-107.45,0.536,27.78,200.92,18.0,,-45.26,-62.19,0.0437,-15.97,-91.48,0.0,18.72,0.01,0.85,"C | Ondas Inc | 1D ‖ {'Total PnL': '−10,745.37USD−107.45%', 'Max drawdown': '20,091.84USD200.92%', 'Profitable trades': '27.78%5/18', 'Profit factor': '0.536', 'Total trades': '18'}"
startupio,Diamond total (2 of 3),Chandelier 3 ATR,NASDAQ:SLNH,D,420.59,3.833,43.75,48.61,16.0,,-94.96,515.55,0.0352,-6.29,426.89,0.0,8.4,0.66,0.82,"C | Soluna Holdings, Inc. | 1D ‖ {'Total PnL': '+42,059.30USD+420.59%', 'Max drawdown': '6,075.50USD48.61%', 'Profitable trades': '43.75%7/16', 'Profit factor': '3.833', 'Total trades': '16'}"
startupio,Diamond total (2 of 3),Chandelier 3 ATR,NASDAQ:CLSK,D,311.07,2.228,26.92,53.5,26.0,,-8.99,320.06,0.058,-20.12,331.19,0.0,15.97,0.76,0.8,"C | CleanSpark, Inc. | 1D ‖ {'Total PnL': '+31,106.57USD+311.07%', 'Max drawdown': '8,221.94USD53.50%', 'Profitable trades': '26.92%7/26', 'Profit factor': '2.228', 'Total trades': '26'}"
startupio,Diamond total (2 of 3),Flip or chandelier,NASDAQ:MRNA,D,289.83,3.288,43.33,40.48,30.0,,728.17,-438.34,0.0739,63.53,226.31,0.0,12.02,1.18,0.77,"C | Moderna, Inc. | 1D ‖ {'Total PnL': '+28,983.14USD+289.83%', 'Max drawdown': '4,611.35USD40.48%', 'Profitable trades': '43.33%13/30', 'Profit factor': '3.288', 'Total trades': '30'}"
startupio,Diamond total (2 of 3),Flip or chandelier,NASDAQ:PLTR,D,-10.71,0.903,36.36,69.7,22.0,,1769.89,-1780.61,0.0707,-26.11,15.39,0.0,15.74,0.02,0.84,"C | Palantir Technologies Inc. | 1D ‖ {'Total PnL': '−1,071.23USD−10.71%', 'Max drawdown': '6,969.94USD69.70%', 'Profitable trades': '36.36%8/22', 'Profit factor': '0.903', 'Total trades': '22'}"
startupio,Diamond total (2 of 3),Flip or chandelier,NASDAQ:NVDA,D,-15.88,0.875,33.33,34.55,36.0,,4359.89,-4375.77,0.0792,23.14,-39.02,0.0,16.48,0.28,0.84,"C | NVIDIA Corporation | 1D ‖ {'Total PnL': '−1,587.86USD−15.88%', 'Max drawdown': '3,964.13USD34.55%', 'Profitable trades': '33.33%12/36', 'Profit factor': '0.875', 'Total trades': '36'}"
startupio,Diamond total (2 of 3),Flip or chandelier,NASDAQ:INTC,D,101.79,1.876,30.95,92.68,42.0,,131.8,-28.92,0.0924,97.6,5.33,0.0,17.85,0.08,0.88,"C | Intel Corporation | 1D ‖ {'Total PnL': '+10,179.11USD+101.79%', 'Max drawdown': '10,062.04USD92.68%', 'Profitable trades': '30.95%13/42', 'Profit factor': '1.876', 'Total trades': '42'}"
startupio,Diamond total (2 of 3),Flip or chandelier,NASDAQ:IREN,D,409.95,4.255,45.0,30.43,20.0,,90.92,319.03,0.0793,-11.79,421.73,0.0,20.61,1.46,0.74,"C | IREN LIMITED | 1D ‖ {'Total PnL': '+40,994.54USD+409.95%', 'Max drawdown': '6,374.72USD30.43%', 'Profitable trades': '45.00%9/20', 'Profit factor': '4.255', 'Total trades': '20'}"
startupio,Diamond total (2 of 3),Flip or chandelier,NASDAQ:ONDS,D,-98.28,0.537,20.0,196.57,20.0,,-45.26,-53.02,0.0485,-7.02,-91.26,0.0,10.62,0.0,0.87,"C | Ondas Inc | 1D ‖ {'Total PnL': '−9,827.92USD−98.28%', 'Max drawdown': '19,656.67USD196.57%', 'Profitable trades': '20.00%4/20', 'Profit factor': '0.537', 'Total trades': '20'}"
startupio,Diamond total (2 of 3),Flip or chandelier,NASDAQ:SLNH,D,442.47,4.496,43.75,26.99,16.0,,-94.96,537.43,0.0352,-8.79,451.26,0.0,5.6,1.41,0.78,"C | Soluna Holdings, Inc. | 1D ‖ {'Total PnL': '+44,246.91USD+442.47%', 'Max drawdown': '5,830.17USD26.99%', 'Profitable trades': '43.75%7/16', 'Profit factor': '4.496', 'Total trades': '16'}"
startupio,Diamond total (2 of 3),Flip or chandelier,NASDAQ:CLSK,D,293.52,2.249,32.14,41.36,28.0,,-8.99,302.51,0.0625,-27.16,320.68,0.0,12.09,1.16,0.78,"C | CleanSpark, Inc. | 1D ‖ {'Total PnL': '+29,352.04USD+293.52%', 'Max drawdown': '7,399.86USD41.36%', 'Profitable trades': '32.14%9/28', 'Profit factor': '2.249', 'Total trades': '28'}"
