file,title,lines,editor_ok,added_to_chart,verdict,typesafe,console
DRAGON_TOTAL.pine,DRAGON,-1,False,True,compiled,compiled_clean (1.00); needs_code_change=0.47,Compiling... Compiled. Added to chart.
