suite,signal,exit,symbol,tf,net_profit_pct,profit_factor,win_rate,max_dd_pct,trades,avg_trade_pct,bh_pct,alpha_pct,tpw,bear_pnl_pct,bull_pnl_pct,short_pnl_pct,exposure_pct,robustness,overfit_risk,raw
homily,Dragon hole E,Chandelier 3 ATR,NASDAQ:ONDS,D,-87.59,0.389,33.33,141.03,15.0,,-45.26,-42.33,0.0364,-39.73,-47.85,0.0,14.96,0.0,0.85,"C | Ondas Inc | 1D ‖ {'Total PnL': '−8,758.58USD−87.59%', 'Max drawdown': '14,102.56USD141.03%', 'Profitable trades': '33.33%5/15', 'Profit factor': '0.389', 'Total trades': '15'}"
homily,Dragon hole E,Chandelier 3 ATR,NASDAQ:SLNH,D,325.59,2.753,36.84,37.62,19.0,,-94.96,420.55,0.0418,48.2,277.4,0.0,11.87,0.84,0.77,"C | Soluna Holdings, Inc. | 1D ‖ {'Total PnL': '+32,559.36USD+325.59%', 'Max drawdown': '8,029.61USD37.62%', 'Profitable trades': '36.84%7/19', 'Profit factor': '2.753', 'Total trades': '19'}"
homily,Dragon hole E,Chandelier 3 ATR,NASDAQ:CLSK,D,422.08,2.982,45.45,28.59,22.0,,-8.99,431.07,0.0491,31.87,390.21,0.0,14.69,1.49,0.73,"C | CleanSpark, Inc. | 1D ‖ {'Total PnL': '+42,208.08USD+422.08%', 'Max drawdown': '10,592.12USD28.59%', 'Profitable trades': '45.45%10/22', 'Profit factor': '2.982', 'Total trades': '22'}"
homily,Dragon hole F,Hole broke down,NASDAQ:MRNA,D,345.7,3.183,46.67,52.4,15.0,,728.17,-525.58,0.0369,77.13,125.51,0.0,27.93,0.23,0.83,"C | Moderna, Inc. | 1D ‖ {'Total PnL': '+34,569.66USD+345.70%', 'Max drawdown': '5,240.15USD52.40%', 'Profitable trades': '46.67%7/15', 'Profit factor': '3.183', 'Total trades': '15'}"
homily,Dragon hole F,Hole broke down,NASDAQ:PLTR,D,142.78,2.953,36.36,43.47,11.0,,1769.89,-1627.11,0.0353,14.97,127.81,0.0,25.68,0.27,0.83,"C | Palantir Technologies Inc. | 1D ‖ {'Total PnL': '+14,278.03USD+142.78%', 'Max drawdown': '4,346.81USD43.47%', 'Profitable trades': '36.36%4/11', 'Profit factor': '2.953', 'Total trades': '11'}"
homily,Dragon hole F,Hole broke down,NASDAQ:NVDA,D,45.54,2.188,25.0,21.2,4.0,,4359.89,-4314.36,0.0088,78.04,-32.5,0.0,6.8,0.03,0.89,"C | NVIDIA Corporation | 1D ‖ {'Total PnL': '+4,553.73USD+45.54%', 'Max drawdown': '3,898.85USD21.20%', 'Profitable trades': '25.00%1/4', 'Profit factor': '2.188', 'Total trades': '4'}"
homily,Dragon hole F,Hole broke down,NASDAQ:INTC,D,187.36,5.944,50.0,43.69,4.0,,131.8,55.56,0.0088,-21.44,208.81,0.0,10.41,0.06,0.86,"C | Intel Corporation | 1D ‖ {'Total PnL': '+18,736.06USD+187.36%', 'Max drawdown': '4,368.88USD43.69%', 'Profitable trades': '50.00%2/4', 'Profit factor': '5.944', 'Total trades': '4'}"
homily,Dragon hole F,Hole broke down,NASDAQ:IREN,D,309.64,3.301,45.45,77.74,11.0,,90.92,218.72,0.0436,-33.13,342.77,0.0,37.43,0.1,0.82,"C | IREN LIMITED | 1D ‖ {'Total PnL': '+30,964.35USD+309.64%', 'Max drawdown': '7,774.36USD77.74%', 'Profitable trades': '45.45%5/11', 'Profit factor': '3.301', 'Total trades': '11'}"
homily,Dragon hole F,Hole broke down,NASDAQ:ONDS,D,388.6,3.212,36.36,173.91,11.0,,-45.26,433.86,0.0267,-26.14,414.74,0.0,30.38,0.01,0.88,"C | Ondas Inc | 1D ‖ {'Total PnL': '+38,860.05USD+388.60%', 'Max drawdown': '17,390.88USD173.91%', 'Profitable trades': '36.36%4/11', 'Profit factor': '3.212', 'Total trades': '11'}"
homily,Dragon hole F,Hole broke down,NASDAQ:SLNH,D,323.09,2.343,37.5,83.95,16.0,,-94.96,418.05,0.0352,-8.51,331.6,0.0,28.09,0.06,0.86,"C | Soluna Holdings, Inc. | 1D ‖ {'Total PnL': '+32,308.89USD+323.09%', 'Max drawdown': '12,025.75USD83.95%', 'Profitable trades': '37.50%6/16', 'Profit factor': '2.343', 'Total trades': '16'}"
homily,Dragon hole F,Hole broke down,NASDAQ:CLSK,D,241.25,1.785,40.0,99.02,20.0,,-8.99,250.25,0.0446,-82.66,323.91,0.0,32.83,0.03,0.86,"C | CleanSpark, Inc. | 1D ‖ {'Total PnL': '+24,125.24USD+241.25%', 'Max drawdown': '10,963.01USD99.02%', 'Profitable trades': '40.00%8/20', 'Profit factor': '1.785', 'Total trades': '20'}"
homily,Dragon hole F,Chandelier 3 ATR,NASDAQ:MRNA,D,360.6,3.958,35.48,57.93,31.0,,728.17,-367.57,0.0764,100.68,259.92,0.0,16.93,0.45,0.86,"C | Moderna, Inc. | 1D ‖ {'Total PnL': '+36,060.33USD+360.60%', 'Max drawdown': '5,793.44USD57.93%', 'Profitable trades': '35.48%11/31', 'Profit factor': '3.958', 'Total trades': '31'}"
homily,Dragon hole F,Chandelier 3 ATR,NASDAQ:PLTR,D,162.86,3.652,38.46,29.45,13.0,,1769.89,-1607.03,0.0418,35.27,127.59,0.0,19.95,0.7,0.79,"C | Palantir Technologies Inc. | 1D ‖ {'Total PnL': '+16,286.35USD+162.86%', 'Max drawdown': '3,317.44USD29.45%', 'Profitable trades': '38.46%5/13', 'Profit factor': '3.652', 'Total trades': '13'}"
homily,Dragon hole F,Chandelier 3 ATR,NASDAQ:NVDA,D,49.75,2.64,50.0,16.62,4.0,,4359.89,-4310.15,0.0088,80.07,-30.33,0.0,6.3,0.07,0.88,"C | NVIDIA Corporation | 1D ‖ {'Total PnL': '+4,974.63USD+49.75%', 'Max drawdown': '2,985.56USD16.62%', 'Profitable trades': '50.00%2/4', 'Profit factor': '2.64', 'Total trades': '4'}"
homily,Dragon hole F,Chandelier 3 ATR,NASDAQ:INTC,D,134.86,4.571,25.0,33.64,8.0,,131.8,3.06,0.0176,108.07,26.79,0.0,4.47,0.22,0.85,"C | Intel Corporation | 1D ‖ {'Total PnL': '+13,486.25USD+134.86%', 'Max drawdown': '3,363.65USD33.64%', 'Profitable trades': '25.00%2/8', 'Profit factor': '4.571', 'Total trades': '8'}"
homily,Dragon hole F,Chandelier 3 ATR,NASDAQ:IREN,D,237.62,2.193,26.09,33.21,23.0,,90.92,146.7,0.0912,-6.81,244.43,0.0,23.0,1.1,0.78,"C | IREN LIMITED | 1D ‖ {'Total PnL': '+23,762.03USD+237.62%', 'Max drawdown': '7,716.79USD33.21%', 'Profitable trades': '26.09%6/23', 'Profit factor': '2.193', 'Total trades': '23'}"
homily,Dragon hole F,Chandelier 3 ATR,NASDAQ:ONDS,D,46.9,1.292,38.89,154.2,18.0,,-45.26,92.16,0.0437,-15.97,62.87,0.0,21.24,0.01,0.85,"C | Ondas Inc | 1D ‖ {'Total PnL': '+4,689.66USD+46.90%', 'Max drawdown': '15,419.83USD154.20%', 'Profitable trades': '38.89%7/18', 'Profit factor': '1.292', 'Total trades': '18'}"
homily,Dragon hole F,Chandelier 3 ATR,NASDAQ:SLNH,D,254.67,1.882,30.3,61.2,33.0,,-94.96,349.63,0.0726,-1.15,255.83,0.0,14.33,0.57,0.83,"C | Soluna Holdings, Inc. | 1D ‖ {'Total PnL': '+25,467.45USD+254.67%', 'Max drawdown': '11,227.67USD61.20%', 'Profitable trades': '30.30%10/33', 'Profit factor': '1.882', 'Total trades': '33'}"
homily,Dragon hole F,Chandelier 3 ATR,NASDAQ:CLSK,D,428.77,2.373,42.11,28.52,38.0,,-8.99,437.77,0.0848,37.02,391.75,0.0,17.89,1.82,0.72,"C | CleanSpark, Inc. | 1D ‖ {'Total PnL': '+42,877.37USD+428.77%', 'Max drawdown': '12,161.52USD28.52%', 'Profitable trades': '42.11%16/38', 'Profit factor': '2.373', 'Total trades': '38'}"
